uid,city,state,country,country_iso,latitude,longitude,status,owner_permid,owner_name,owner_lei,parent_permid,parent_name,parent_lei,parent_ticker,parent_exchange,capacity,capacity_unit,sector
SFI_0,Dande,Bengo Province,Angola,AGO,-8.5824,13.405271,Operating,,Aceria de Angola,,,Aceria de Angola,,,,0.5,TBD,steel/crude steel
SFI_1,Rrethi i Elbasanit,Qarku i Elbasanit,Albania,ALB,41.094611,20.026117,Operating,5037939021.0,Kurum International ShA,,5037939021.0,Kurum International ShA,,,,0.7,TBD,steel/crude steel
SFI_2,Abu Dhabi,,United Arab Emirates,ARE,24.320682,54.480176,Operating,5036868025.0,Al Ghurair Iron & Steel L L C,,5036868025.0,Al Ghurair Iron & Steel L L C,2549007GWVX54PSL3121,,,,TBD,steel/
SFI_3,Abu Dhabi,Abu Dhabi,United Arab Emirates,ARE,24.322916,54.470987,Operating,5000464115.0,Emirates Steel Industries Company PJS,,5067512125.0,Senaat General Holding Corp,,,,3.5,TBD,steel/crude steel
SFI_4,Abu Dhabi,Abu Dhabi,United Arab Emirates,ARE,24.37872,54.475153,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_5,Dubai,,United Arab Emirates,ARE,24.830458,55.072559,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_6,Dubai,,United Arab Emirates,ARE,24.966572,55.058414,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_7,Dubai,,United Arab Emirates,ARE,24.940021,55.093726,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_8,,Fujairah,United Arab Emirates,ARE,25.202608,56.34925,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_9,Al Hamriya,Sharjah,United Arab Emirates,ARE,25.465611,55.514398,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_10,Palpalá,Jujuy,Argentina,ARG,-24.24424,-65.198096,Operating,5000954892.0,Aceros Zapla Sa,,5000954892.0,Aceros Zapla Sa,,,,0.08,TBD,steel/crude steel
SFI_11,Constitución,Santa Fe,Argentina,ARG,-33.25696,-60.286649,Operating,4295856032.0,Acindar Industria Argentina de Aceros SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/crude steel
SFI_12,San Nicolás de Los Arroyos,Provincia de Buenos Aires,Argentina,ARG,-33.346459,-60.257842,Operating,4295856032.0,Acindar Industria Argentina de Aceros SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/
SFI_13,La Tablada,Provincia de Buenos Aires,Argentina,ARG,-34.687596,-58.539625,Operating,4295856032.0,Acindar Industria Argentina de Aceros SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/
SFI_14,Rosario,Santa Fe,Argentina,ARG,-32.974327,-60.728177,Operating,4295856032.0,Acindar Industria Argentina de Aceros SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/
SFI_15,Pérez,Santa Fe,Argentina,ARG,-32.991766,-60.755798,Operating,5035931133.0,Sipar Aceros SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,0.65,TBD,steel/crude steel
SFI_16,Campana,Provincia de Buenos Aires,Argentina,ARG,-34.155515,-58.975955,Operating,4298123650.0,Siderca SAIC,,5035256873.0,Techint Holdings SARL,,,,0.9,TBD,steel/crude steel
SFI_17,Ramallo Partido,Buenos Aires Province,Argentina,ARG,-33.36772,-60.149568,Operating,4295856067.0,Ternium Argentina SA,,5035256873.0,Techint Holdings SARL,,,,2.88,TBD,steel/crude steel
SFI_18,Haedo,Provincia de Buenos Aires,Argentina,ARG,-34.638826,-58.611764,Operating,4295856067.0,Ternium Argentina SA,,5035256873.0,Techint Holdings SARL,,,,,TBD,steel/finished products
SFI_19,Bosques,Provincia de Buenos Aires,Argentina,ARG,-34.819972,-58.199373,Operating,4295856067.0,Ternium Argentina SA,,5035256873.0,Techint Holdings SARL,,,,,TBD,steel/finished products
SFI_20,Ensenada,Provincia de Buenos Aires,Argentina,ARG,-34.854633,-57.941098,Operating,4295856067.0,Ternium Argentina SA,,5035256873.0,Techint Holdings SARL,,,,,TBD,steel/finished products
SFI_21,Canning,Provincia de Buenos Aires,Argentina,ARG,-34.877925,-58.511103,Operating,4295856067.0,Ternium Argentina SA,,5035256873.0,Techint Holdings SARL,,,,,TBD,steel/finished products
SFI_22,Bragado,Provincia de Buenos Aires,Argentina,ARG,-35.140247,-60.44965,Operating,4297940701.0,Acerbrag SA,,5000075361.0,Votorantim SA,5493009RIHSE12DQ0J28,,,,TBD,steel/crude steel
SFI_23,Constitución,Santa Fe,Argentina,ARG,-33.26958,-60.28283,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_24,Comuna 4,Buenos Aires,Argentina,ARG,-34.653668,-58.372773,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_25,Charentsavan,Kotayk Province,Armenia,ARM,40.413734,44.639174,Operating,4297828722.0,ASCE Group Ojsc,,4297828722.0,ASCE Group Ojsc,,,,,TBD,steel/
SFI_26,Port Kembla,New South Wales,Australia,AUS,-34.462607,150.885281,Operating,4295858761.0,BlueScope Steel Ltd,,4295858761.0,BlueScope Steel Ltd,529900H6UQI16XACWC95,BSL,ASX,2.6,TBD,steel/crude steel
SFI_27,Hastings,Victoria,Australia,AUS,-38.283196,145.20503,Operating,4295858761.0,BlueScope Steel Ltd,,4295858761.0,BlueScope Steel Ltd,529900H6UQI16XACWC95,BSL,ASX,,TBD,steel/
SFI_28,Acacia Ridge,Queensland,Australia,AUS,-27.582695,153.032028,Operating,4295858761.0,BlueScope Steel Ltd,,4295858761.0,BlueScope Steel Ltd,529900H6UQI16XACWC95,BSL,ASX,,TBD,steel/
SFI_29,Rooty Hill,New South Wales,Australia,AUS,-33.76601,150.849819,Operating,5071167707.0,Infrabuild Australia Pty Ltd,,5057811578.0,Gfg Alliance Ltd,,,,0.6,TBD,steel/crude steel
SFI_30,Laverton North,Victoria,Australia,AUS,-37.831379,144.788169,Operating,5071167707.0,Infrabuild Australia Pty Ltd,,5057811578.0,Gfg Alliance Ltd,,,,0.7,TBD,steel/crude steel
SFI_31,Whyalla Barson,South Australia,Australia,AUS,-33.009381,137.587836,Operating,5071167707.0,Infrabuild Australia Pty Ltd,,5057811578.0,Gfg Alliance Ltd,,,,1.2,TBD,steel/crude steel
SFI_32,Mayfield North,New South Wales,Australia,AUS,-32.887895,151.744629,Operating,5071167707.0,Infrabuild Australia Pty Ltd,,5057811578.0,Gfg Alliance Ltd,,,,,TBD,steel/
SFI_33,Sankt Barbara im Mürztal,Steiermark,Austria,AUT,47.534505,15.500644,Operating,4297142027.0,Breitenfeld Edelstahl AG,,4297142027.0,Breitenfeld Edelstahl AG,529900RVRNBYTWP2VG82,,,0.3,TBD,steel/crude steel
SFI_34,Judenburg,Steiermark,Austria,AUT,47.174085,14.667944,Operating,5039934273.0,Stahl Judenburg GmbH,,4296801706.0,Georgsmarienhuette Holding GmbH,529900K91J8UXZUIX235,,,,TBD,steel/
SFI_35,Krieglach,Steiermark,Austria,AUT,47.547881,15.546945,Operating,5057961576.0,VTK Veredelungstechnik Krieglach GmbH,,4296801706.0,Georgsmarienhuette Holding GmbH,529900K91J8UXZUIX235,,,,TBD,steel/
SFI_36,Graz,Steiermark,Austria,AUT,47.063927,15.418404,Operating,5000898379.0,Stahl- und Walzwerk Marienhütte GmbH,,,M + S Maschinen und Stahl Holding GmbH,,,,,TBD,steel/
SFI_37,Judenburg,Steiermark,Austria,AUT,47.173627,14.656863,Operating,5035951450.0,Wuppermann Austria GmbH,,4297659527.0,Wuppermann AG,5299008HOSN711H13L26,,,,TBD,steel/
SFI_38,Kapfenberg,Steiermark,Austria,AUT,47.444064,15.283079,Operating,5061187413.0,Voestalpine Boehler Edelstahl Co GmbH & KG,,4295858976.0,voestalpine AG,529900ZAXBMQDIWPNB72,VOE,VIE,0.15,TBD,steel/crude steel
SFI_39,Linz,Oberösterreich,Austria,AUT,48.280419,14.332767,Operating,5035949909.0,voestalpine Stahl GmbH,,4295858976.0,voestalpine AG,529900ZAXBMQDIWPNB72,VOE,VIE,6.0,TBD,steel/crude steel
SFI_40,Donawitz,Steiermark,Austria,AUT,47.381778,15.061917,Operating,5000038424.0,voestalpine Stahl Donawitz GmbH,,4295858976.0,voestalpine AG,529900ZAXBMQDIWPNB72,VOE,VIE,1.65,TBD,steel/crude steel
SFI_41,Kematen an der Ybbs,Niederösterreich,Austria,AUT,48.064267,14.792859,Operating,4298049361.0,voestalpine Precision Strip GmbH,,4295858976.0,voestalpine AG,529900ZAXBMQDIWPNB72,VOE,VIE,,TBD,steel/
SFI_42,Biberbach,Niederösterreich,Austria,AUT,47.989746,14.73982,Operating,4298049361.0,voestalpine Precision Strip GmbH,,4295858976.0,voestalpine AG,529900ZAXBMQDIWPNB72,VOE,VIE,,TBD,steel/
SFI_43,Mürzzuschlag,Steiermark,Austria,AUT,47.601473,15.666271,Operating,,Voestalpine BÖHLER Bleche GmbH,,4295858976.0,voestalpine AG,529900ZAXBMQDIWPNB72,VOE,VIE,,TBD,steel/
SFI_44,Bakı,,Azerbaijan,AZE,40.430742,49.886409,Operating,5040196031.0,Baku Steel Company,,5040196031.0,Baku Steel Company,,,,1.0,TBD,steel/crude steel
SFI_45,Genk,Vlaanderen,Belgium,BEL,50.935668,5.509796,Operating,5000047720.0,Aperam Stainless Belgium NV,,5001428593.0,Aperam SA,5493001136GE6L4R7M63,APAM,AEX,,TBD,steel/crude steel
SFI_46,Châtelet,Wallonie,Belgium,BEL,50.414695,4.531989,Operating,5000047720.0,Aperam Stainless Belgium NV,,5001428593.0,Aperam SA,5493001136GE6L4R7M63,APAM,AEX,,TBD,steel/crude steel
SFI_47,Charleroi,Wallonie,Belgium,BEL,50.409769,4.416233,Operating,4296306422.0,Industeel Belgium SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,0.25,TBD,steel/crude steel
SFI_48,Genk,Vlaanderen,Belgium,BEL,50.940834,5.47968,Operating,5000060650.0,ArcelorMittal Belgium SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,0.36,TBD,steel/finished products
SFI_49,Gent,Vlaanderen,Belgium,BEL,51.170703,3.807688,Operating,5000060650.0,ArcelorMittal Belgium SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,3.0,TBD,steel/crude steel
SFI_50,Marchin,Wallonie,Belgium,BEL,50.493935,5.235437,Operating,5000060650.0,ArcelorMittal Belgium SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/finished products
SFI_51,Geel,Vlaanderen,Belgium,BEL,51.143648,4.925188,Operating,5000060650.0,ArcelorMittal Belgium SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/finished products
SFI_52,Seraing,Wallonie,Belgium,BEL,50.613573,5.494676,Operating,5000060650.0,ArcelorMittal Belgium SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/
SFI_53,Flémalle,Wallonie,Belgium,BEL,50.594707,5.466776,Operating,5000060650.0,ArcelorMittal Belgium SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/finished products
SFI_54,Seraing,Wallonie,Belgium,BEL,50.609919,5.520855,Operating,5039930036.0,Halo Steelrings,,5052545162.0,Callista Private Equity GmbH,,,,,TBD,steel/
SFI_55,Evergem,Vlaanderen,Belgium,BEL,51.097947,3.692931,Operating,5057778962.0,Europickling SA NV,,5057778962.0,Europickling SA NV,549300UV8HUH85GLH312,,,,TBD,steel/
SFI_56,La Louvière,Wallonie,Belgium,BEL,50.488137,4.189103,Operating,4296772966.0,NLMK la Louviere SA,,4295887048.0,Novolipetsk Steel PAO,213800913TPW32I84456,NLMK,MCX,0.9,TBD,steel/finished products
SFI_57,Ittre,Wallonie,Belgium,BEL,50.6757,4.227263,Operating,5000738417.0,NLMK Clabecq SA,,4295887048.0,Novolipetsk Steel PAO,213800913TPW32I84456,NLMK,MCX,0.75,TBD,steel/finished products
SFI_58,Strasbourg,Grand Est,Belgium,BEL,48.577504,7.795943,Operating,5000737650.0,NLMK Strasbourg SA,,4295887048.0,Novolipetsk Steel PAO,213800913TPW32I84456,NLMK,MCX,,TBD,steel/
SFI_59,Charleroi,Wallonie,Belgium,BEL,50.410335,4.429693,Operating,4296671968.0,Thy Marcinelle SA,,5039934846.0,Riva Forni Elettrici SpA,,,,,TBD,steel/
SFI_60,Fontaine-l'Évêque,Wallonie,Belgium,BEL,50.412708,4.333466,Operating,,Tréfileries de Fontaine l'Eveque,,5039934846.0,Riva Forni Elettrici SpA,,,,,TBD,steel/
SFI_61,Flémalle,Wallonie,Belgium,BEL,50.585014,5.437697,Operating,,Segal Le galvaniseur de pointe pour l'automobile,,4295872420.0,Tata Steel Ltd,335800E6C75YGSGD5T66,TATASTEEL,NSI,0.6,TBD,steel/finished products
SFI_62,Bhatiari,,Bangladesh,BGD,22.444118,91.740169,Operating,5074007077.0,Abul Khair Steel Ltd,,5055443373.0,Abul Khair Ltd,,,,0.75,TBD,steel/finished products
SFI_63,Sonaichhari,Chittagong Division,Bangladesh,BGD,22.472008,91.734827,Operating,5074007077.0,Abul Khair Steel Ltd,,5055443373.0,Abul Khair Ltd,,,,1.4,TBD,steel/crude steel
SFI_64,Chattogram,Chittagong Division,Bangladesh,BGD,22.38106,91.76862,Operating,4298133733.0,BSRM Steels Ltd,,4298133733.0,BSRM Steels Ltd,254900O3M7485KGUP263,BSRMSTEEL,DSE,,TBD,steel/finished products
SFI_65,Chittagong,Chittagong Division,Bangladesh,BGD,22.383964,91.81024,Operating,5044196077.0,Bangladesh Steel Re-Rolling Mills Ltd,,4298133733.0,BSRM Steels Ltd,254900O3M7485KGUP263,BSRMSTEEL,DSE,0.45,TBD,steel/finished products
SFI_66,Zorargonj,Chittagong Division,Bangladesh,BGD,22.87176,91.546568,Operating,4298133733.0,BSRM Steels Ltd,,4298133733.0,BSRM Steels Ltd,254900O3M7485KGUP263,BSRMSTEEL,DSE,0.7,TBD,steel/crude steel
SFI_67,Sonaichhari,Chittagong Division,Bangladesh,BGD,22.499834,91.715778,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_68,Radomir,Pernik,Bulgaria,BGR,42.522862,22.989212,Operating,,Radomir Metal Industries Ad,,,Radomir Metal Industries Ad,,,,,TBD,steel/
SFI_69,Debelt,Burgas,Bulgaria,BGR,42.381594,27.295882,Operating,5036178411.0,Promet Steel JSC,,5000048980.0,SCM System Capital Management Ltd,213800H4CR5EGA1SBE94,,,0.8,TBD,steel/finished products
SFI_70,Pernik,Pernik,Bulgaria,BGR,42.598509,23.099229,Operating,,Stomana Industry SA,,5040438569.0,Viohalco SA,549300U0BOLVY36TGJ31,VIO,ATH,0.8,TBD,steel/crude steel
SFI_71,Al Hidd,Muḥāfaẓat al-Muḥarraq,Bahrain,BHR,26.200414,50.679983,Operating,5000049433.0,Bahrain Steel BSCC EC,,5000049433.0,Bahrain Steel BSCC EC,2549008J1U54B4FJPS70,,,12.0,TBD,steel/pellets
SFI_72,Al Hidd,Muḥāfaẓat al-Muḥarraq,Bahrain,BHR,26.195868,50.678224,Operating,5000674578.0,Sulb Company BSCC,,5000049433.0,Bahrain Steel BSCC EC,2549008J1U54B4FJPS70,,,0.97,TBD,steel/crude steel
SFI_73,Al Hidd,Muḥāfaẓat al-Muḥarraq,Bahrain,BHR,26.20225,50.678547,Operating,5000772636.0,United Stainless Steel Company BSCC,,5000772636.0,United Stainless Steel Company BSCC,,,,0.1,TBD,steel/finished products
SFI_74,Al Hidd,Muḥāfaẓat al-Muḥarraq,Bahrain,BHR,26.209857,50.669087,Operating,4297622172.0,Universal Rolling WLL,,4297622172.0,Universal Rolling WLL,,,,0.275,TBD,steel/finished products
SFI_75,Zenica,Federacija Bosne i Hercegovine,Bosnia and Herzegovina,BIH,44.227639,17.898785,Operating,5000032006.0,ArcelorMittal Zenica doo Zenica,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,1.1,TBD,steel/crude steel
SFI_76,Tuzlanski kanton,Federacija Bosne i Hercegovine,Bosnia and Herzegovina,BIH,44.549915,18.505602,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_77,Mahilioŭ,Mogilev Region,Belarus,BLR,53.916374,30.35941,Operating,5001234260.0,Belorusskiy Metallurgicheskiy Zavod,,5001234260.0,Belorusskiy Metallurgicheskiy Zavod,,,,0.12,TBD,steel/finished products
SFI_78,Zhlobin District,Gomel Region,Belarus,BLR,52.851543,29.992252,Operating,5001234260.0,Belorusskiy Metallurgicheskiy Zavod,,5001234260.0,Belorusskiy Metallurgicheskiy Zavod,,,,3.0,TBD,steel/crude steel
SFI_79,Timóteo,Minas Gerais,Brazil,BRA,-19.530304,-42.643162,Operating,4295859711.0,Aperam Inox America do Sul SA,,5001428593.0,Aperam SA,5493001136GE6L4R7M63,APAM,AEX,0.9,TBD,steel/crude steel
SFI_80,Barra Mansa,Rio de Janeiro,Brazil,BRA,-22.525002,-44.192582,Operating,4295859712.0,ArcelorMittal Brasil SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/crude steel
SFI_81,Resende,Rio de Janeiro,Brazil,BRA,-22.493036,-44.511737,Operating,4295859712.0,ArcelorMittal Brasil SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/
SFI_82,João Monlevade,Minas Gerais,Brazil,BRA,-19.832517,-43.1306,Operating,4295859712.0,ArcelorMittal Brasil SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/crude steel
SFI_83,Vitória,Espírito Santo,Brazil,BRA,-20.252175,-40.235543,Operating,4295860088.0,ArcelorMittal Tubarao Comercial SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,7.5,TBD,steel/crude steel
SFI_84,Juiz de Fora,Minas Gerais,Brazil,BRA,-21.626262,-43.465857,Operating,4295859712.0,ArcelorMittal Brasil SA,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/crude steel
SFI_85,São Francisco do Sul,Santa Catarina,Brazil,BRA,-26.293549,-48.632341,Operating,,ArcelorMittal Vega,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/
SFI_86,Piracicaba,São Paulo,Brazil,BRA,-22.697006,-47.657576,Operating,4297613419.0,ArcelorMittal Acos Longos,,5000030092.0,ArcelorMittal SA,2EULGUTUI56JI9SAL165,MT,AEX,,TBD,steel/
SFI_87,Marabá,Pará,Brazil,BRA,-5.413785,-49.079903,Operating,4298261315.0,Siderúrgica Norte Brasil SA,,4298254930.0,Aco Cearense Group,,,,0.39,TBD,steel/crude steel
SFI_88,Volta Redonda,Rio de Janeiro,Brazil,BRA,-22.51241,-44.111205,Operating,4297320527.0,Companhia Siderurgica Nacional,,4297320527.0,Companhia Siderurgica Nacional,529900K40TEND42S0T46,CSNA3,SAO,5.8,TBD,steel/crude steel
SFI_89,Rio de Janeiro,Rio de Janeiro,Brazil,BRA,-22.901965,-43.749415,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/crude steel
SFI_90,Barão de Cocais,Minas Gerais,Brazil,BRA,-19.937757,-43.479802,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/crude steel
SFI_91,Divinópolis,Minas Gerais,Brazil,BRA,-20.154319,-44.879285,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/crude steel
SFI_92,Congonhas,Minas Gerais,Brazil,BRA,-20.545246,-43.751023,Operating,4296998615.0,Gerdau Acominas SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,7.6,TBD,steel/crude steel
SFI_93,Contagem,Minas Gerais,Brazil,BRA,-19.961966,-44.024426,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/crude steel
SFI_94,Salvador,Bahia,Brazil,BRA,-12.84938,-38.433312,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/
SFI_95,Recife,Pernambuco,Brazil,BRA,-8.071809,-34.977168,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/
SFI_96,Maracanaú,Ceará,Brazil,BRA,-3.856478,-38.607259,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/
SFI_97,Araucária,Paraná,Brazil,BRA,-25.564046,-49.421697,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/
SFI_98,Pindamonhangaba,São Paulo,Brazil,BRA,-22.899036,-45.351304,Operating,4298258054.0,Gerdau Acos Especiais SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/
SFI_99,Sapucaia do Sul,Rio Grande do Sul,Brazil,BRA,-29.814758,-51.174543,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/
SFI_100,Charqueadas,Rio Grande do Sul,Brazil,BRA,-29.955797,-51.615722,Operating,4298258054.0,Gerdau Acos Especiais SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/
SFI_101,Araçariguama,São Paulo,Brazil,BRA,-23.438837,-47.088448,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/
SFI_102,Mogi das Cruzes,São Paulo,Brazil,BRA,-23.526901,-46.155852,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/
SFI_103,São José dos Campos,São Paulo,Brazil,BRA,-23.257903,-45.920223,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/
SFI_104,Cotia,São Paulo,Brazil,BRA,-23.598177,-46.882013,Operating,4297571558.0,Gerdau Acos Longos SA,,5000004542.0,Gerdau SA,254900YDV6SEQQPZVG24,GGBR4,SAO,,TBD,steel/
SFI_105,Pindamonhangaba,São Paulo,Brazil,BRA,-22.920129,-45.413562,Operating,4295884304.0,Grupo Simec SAB de CV,,4295884304.0,Grupo Simec SAB de CV,529900LCYCXPA0TZEU09,SIMECB,MEX,,TBD,steel/
SFI_106,Cariacica,Espírito Santo,Brazil,BRA,-20.348094,-40.360882,Operating,4295884304.0,Grupo Simec SAB de CV,,4295884304.0,Grupo Simec SAB de CV,529900LCYCXPA0TZEU09,SIMECB,MEX,,TBD,steel/
SFI_107,Itaúna,Minas Gerais,Brazil,BRA,-20.067539,-44.590902,Operating,4295884304.0,Grupo Simec SAB de CV,,4295884304.0,Grupo Simec SAB de CV,529900LCYCXPA0TZEU09,SIMECB,MEX,,TBD,steel/
SFI_108,Ipatinga,Minas Gerais,Brazil,BRA,-19.492494,-42.552629,Operating,4298262119.0,UNIGAL,,4295877313.0,Nippon Steel Corp,35380065QWQ4U2V3PA33,5401,TYO,,TBD,steel/
SFI_109,Ipatinga,Minas Gerais,Brazil,BRA,-19.48595,-42.543737,Operating,4295859856.0,Usinas Siderurgicas de Minas Gerais SA (USIMINAS),,5035256873.0,Techint Holdings SARL,,,,,TBD,steel/crude steel
SFI_110,Rio de Janeiro,Rio de Janeiro,Brazil,BRA,-22.909515,-43.735625,Operating,5072816151.0,Ternium Brasil Ltda,,5035256873.0,Techint Holdings SARL,,,,,TBD,steel/crude steel
SFI_111,Cubatão,São Paulo,Brazil,BRA,-23.864354,-46.375453,Operating,4295859856.0,Usinas Siderurgicas de Minas Gerais SA (USIMINAS),,5035256873.0,Techint Holdings SARL,,,,,TBD,steel/crude steel
SFI_112,São Luís,Maranhão,Brazil,BRA,-2.565241,-44.346453,Operating,4295859761.0,Vale SA,,4295859761.0,Vale SA,254900SMTWBX7RU2SR20,VALE3,SAO,7.5,TBD,steel/pellets
SFI_113,Nova Lima,Minas Gerais,Brazil,BRA,-20.177001,-43.877478,Operating,4295859761.0,Vale SA,,4295859761.0,Vale SA,254900SMTWBX7RU2SR20,VALE3,SAO,7.0,TBD,steel/pellets
SFI_114,Anchieta,Espírito Santo,Brazil,BRA,-20.779552,-40.582788,Operating,4296593464.0,Samarco Mineracao SA,,4295859761.0,Vale SA,254900SMTWBX7RU2SR20,VALE3,SAO,12.0,TBD,steel/pellets
SFI_115,Ouro Preto,Minas Gerais,Brazil,BRA,-20.418922,-43.877319,Operating,4295859761.0,Vale SA,,4295859761.0,Vale SA,254900SMTWBX7RU2SR20,VALE3,SAO,4.5,TBD,steel/pellets
SFI_116,Vitória,Espírito Santo,Brazil,BRA,-20.27353,-40.244719,Operating,4295859761.0,Vale SA,,4295859761.0,Vale SA,254900SMTWBX7RU2SR20,VALE3,SAO,,TBD,steel/pellets
SFI_117,São Gonçalo do Amarante,State of Ceará,Brazil,BRA,-3.581128,-38.858662,Operating,5036161673.0,CSP Companhia Siderurgica do Pecem,,4295859761.0,Vale SA,254900SMTWBX7RU2SR20,VALE3,SAO,,TBD,steel/crude steel
SFI_118,Belo Horizonte,Minas Gerais,Brazil,BRA,-19.967326,-44.010111,Operating,5052135241.0,Vallourec Solucoes Tubulares do Brasil SA,,4295867374.0,Vallourec SA,969500P2Q1B47H4MCJ34,VK,PAR,,TBD,steel/crude steel
SFI_119,Jeceaba,Minas Gerais,Brazil,BRA,-20.584536,-43.962919,Operating,5052135241.0,Vallourec Solucoes Tubulares do Brasil SA,,4295867374.0,Vallourec SA,969500P2Q1B47H4MCJ34,VK,PAR,,TBD,steel/crude steel
SFI_120,Sumaré,São Paulo,Brazil,BRA,-22.80243,-47.205493,Operating,4296661970.0,Villares Metals SA,,4295858976.0,voestalpine AG,529900ZAXBMQDIWPNB72,VOE,VIE,,TBD,steel/
SFI_121,Marabá,Pará,Brazil,BRA,-5.413941,-49.089814,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_122,Cabo de Santo Agostinho,Pernambuco,Brazil,BRA,-8.342767,-35.006253,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_123,Açailândia,Maranhão,Brazil,BRA,-4.893147,-47.387118,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_124,Açailândia,Maranhão,Brazil,BRA,-4.889582,-47.392827,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_125,Caucaia,Ceará,Brazil,BRA,-3.716437,-38.839305,Operating,,nan,,,nan,,,,,TBD,steel/
SFI_126,Guaratinguetá,São Paulo,Brazil,BRA,-22.781061,-45.161643,Operating,,nan,,,nan,,,,,TBD,steel/
