asset_id,asset_name,company_name,parent_name,country,sector,latitude,longitude,percent_interest_parent,start_year,uid
25493979,Acacia,TotalEnergies,TotalEnergies,AGO,oil and gas production and transport,-7.6377,12.023,38.0,,CLT_0
25494078,Cabaca,Sinopec Group,Sinopec Group,AGO,oil and gas production and transport,-6.1098,11.3483,14.48,,CLT_1
25494120,Dalia,TotalEnergies,TotalEnergies,AGO,oil and gas production and transport,-7.6692,11.7752,38.0,,CLT_2
25494189,Girassol,TotalEnergies,TotalEnergies,AGO,oil and gas production and transport,-7.6509,11.7173,38.00000000000001,,CLT_3
25494277,Kissanje-Kizomba,Equinor,Equinor,AGO,oil and gas production and transport,-6.3469,11.1556,12.000000000000002,,CLT_4
25494311,Mafumeira,TotalEnergies,TotalEnergies,AGO,oil and gas production and transport,-5.6749,11.9634,10.0,,CLT_5
25494321,Malongo,TotalEnergies,TotalEnergies,AGO,oil and gas production and transport,-5.4129,12.0649,10.0,,CLT_6
25494359,Mondo,Equinor,Equinor,AGO,oil and gas production and transport,-6.1677,11.2629,12.0,,CLT_7
25494366,Mostarda,TotalEnergies,TotalEnergies,AGO,oil and gas production and transport,-7.3773,11.3785,30.0,,CLT_8
25494412,PSVM Complex,Sinopec Group,Sinopec Group,AGO,oil and gas production and transport,-6.2519,10.7246,8.249999999999998,,CLT_9
25494432,Plutonio,Azule Energy,Azule Energy,AGO,oil and gas production and transport,-7.8625,12.1623,45.99999999999999,,CLT_10
25494469,Rosa,TotalEnergies,TotalEnergies,AGO,oil and gas production and transport,-7.5066,11.6086,38.0,,CLT_11
25494552,Takula,TotalEnergies,TotalEnergies,AGO,oil and gas production and transport,-5.2538,11.8467,10.0,,CLT_12
25494668,Zinia,TotalEnergies,TotalEnergies,AGO,oil and gas production and transport,-7.5406,12.1592,37.99999999999999,,CLT_13
25494420,Patos-Marinza,Geo-Jade Petroleum,Geo-Jade Petroleum,ALB,oil and gas production and transport,40.7705,19.6434,100.0,,CLT_14
25494085,Carina-Fenix-Orion,TotalEnergies,TotalEnergies,ARG,oil and gas production and transport,-52.9031,-67.3443,37.50000000000001,,CLT_15
25494090,Cerro Dragon,BP,BP,ARG,oil and gas production and transport,-45.7519,-68.2639,50.0,,CLT_16
25494150,El Mangrullo,Pampa Energia,Pampa Energia,ARG,oil and gas production and transport,-38.5468,-69.4876,100.0,,CLT_17
25494152,El Porton,YPF,YPF,ARG,oil and gas production and transport,-37.1222,-69.6575,100.0,,CLT_18
25494154,El Tordillo,YPF,YPF,ARG,oil and gas production and transport,-45.8604,-67.9369,12.199999999999998,,CLT_19
25494161,Estacion Fernandez Oro,YPF,YPF,ARG,oil and gas production and transport,-38.9307,-68.164,57.01058040426417,,CLT_20
25494292,Las Heras,YPF,YPF,ARG,oil and gas production and transport,-46.4708,-68.6525,94.25730079047386,,CLT_21
25494302,LomaLata,YPF,YPF,ARG,oil and gas production and transport,-38.4593,-68.7088,100.0,,CLT_22
25494304,Los Perales,YPF,YPF,ARG,oil and gas production and transport,-46.1556,-69.1997,100.0,,CLT_23
25494312,Magallanes,YPF,YPF,ARG,oil and gas production and transport,-52.5651,-68.322,50.0,,CLT_24
25494322,Manantiales Behr,YPF,YPF,ARG,oil and gas production and transport,-45.6348,-67.957,100.0,,CLT_25
25494464,Rincon del Mangrullo,YPF,YPF,ARG,oil and gas production and transport,-38.5698,-69.2575,89.06162782549252,,CLT_26
25494609,Vaca Muerta,YPF,YPF,ARG,oil and gas production and transport,-33.49,-68.6,27.4744714645594,,CLT_27
25494615,Vega Pleyade,TotalEnergies,TotalEnergies,ARG,oil and gas production and transport,-53.4357,-67.7269,37.5,,CLT_28
25494068,Brunello-Julemar,Kuwait Petroleum,Kuwait Petroleum,AUS,oil and gas production and transport,-20.0314,115.1765,35.0,,CLT_29
25494107,Codie Complex - coal bed methane,Sinopec Group,Sinopec Group,AUS,oil and gas production and transport,-26.9686,150.392,10.103366131187014,,CLT_30
25494164,Fairview - coal bed methane,Sinopec Group,Sinopec Group,AUS,oil and gas production and transport,-25.6128,148.9666,5.66,,CLT_31
25494188,Gippsland,ExxonMobil,ExxonMobil,AUS,oil and gas production and transport,-38.2896,148.0663,50.0,,CLT_32
25494197,Greater Gorgon,Osaka Gas,Osaka Gas,AUS,oil and gas production and transport,-20.5667,114.767,1.2500000000000002,,CLT_33
25494230,Ichthys,TotalEnergies,TotalEnergies,AUS,oil and gas production and transport,-13.861,123.2759,26.0,,CLT_34
25494244,Janzlo,Osaka Gas,Osaka Gas,AUS,oil and gas production and transport,-19.8333,114.4667,1.25,,CLT_35
25494275,Kingfish,ExxonMobil,ExxonMobil,AUS,oil and gas production and transport,-38.5981,148.1885,50.0,,CLT_36
25494293,Laverda,Woodside,Woodside,AUS,oil and gas production and transport,-21.5356,113.8463,60.0,,CLT_37
25494377,NWS Project,Mitsubishi,Mitsubishi,AUS,oil and gas production and transport,-19.452,116.4856,8.321797664204524,,CLT_38
25494390,North Rankin,Mitsubishi,Mitsubishi,AUS,oil and gas production and transport,-19.5652,116.1566,7.9,,CLT_39
25494391,Norton,Woodside,Woodside,AUS,oil and gas production and transport,-21.54,113.85,60.00000000000001,,CLT_40
25494429,Perseus,Mitsubishi,Mitsubishi,AUS,oil and gas production and transport,-19.5703,116.1063,7.9,,CLT_41
25494431,Pluto,Tokyo Gas,Tokyo Gas,AUS,oil and gas production and transport,-19.9167,115.1167,4.141985232898542,,CLT_42
25494439,Prelude,Shell,Shell,AUS,oil and gas production and transport,-13.7291,123.273,67.5,,CLT_43
25494461,"Reedy Creek, Clifford East, Combabula, Lucky Gully, Ramyard",Sinopec Group,Sinopec Group,AUS,oil and gas production and transport,-26.3437,149.4063,23.18,,CLT_44
25494545,Surat - coal bed methane,Sinopec Group,Sinopec Group,AUS,oil and gas production and transport,-26.9497,150.247,15.163538906760898,,CLT_45
25494554,Talinga-Orana - coal bed methane,Sinopec Group,Sinopec Group,AUS,oil and gas production and transport,-26.8265,150.3105,25.0,,CLT_46
25494634,Wheatstone,Mitsubishi,Mitsubishi,AUS,oil and gas production and transport,-19.8676,115.2886,3.979999999999999,,CLT_47
25494028,Azeri,MOL,MOL,AZE,oil and gas production and transport,40.0781,51.2386,8.593100202688396,,CLT_48
25494207,Guneshli,Socar,Socar,AZE,oil and gas production and transport,40.1526,51.1048,100.0,,CLT_49
25494512,Shah Deniz,LUKOIL,LUKOIL,AZE,oil and gas production and transport,39.8144,50.4522,19.99,,CLT_50
25494005,Anderlues,Francaise de lEnergie,Francaise de lEnergie,BEL,oil and gas production and transport,50.55,4.27,50.0,,CLT_51
25494053,Bibiyana,Chevron,Chevron,BGD,oil and gas production and transport,24.7,91.38,100.0,,CLT_52
25494208,Habiganj,Petrobangla,Petrobangla,BGD,oil and gas production and transport,24.2319,91.3797,100.0,,CLT_53
25494242,Jalalabad,Chevron,Chevron,BGD,oil and gas production and transport,24.9274,91.9096,100.0,,CLT_54
25494574,Titas,Petrobangla,Petrobangla,BGD,oil and gas production and transport,23.9952,91.1188,100.0,,CLT_55
25494590,Tyulenovo,OGEP Bulgaria,OGEP Bulgaria,BGR,oil and gas production and transport,43.525,28.5875,100.0,,CLT_56
25494270,Khuff Gas,Tatweer Petroleum,Tatweer Petroleum,BHR,oil and gas production and transport,26.038,50.539,100.0,,CLT_57
25494335,Mauddud,Tatweer Petroleum,Tatweer Petroleum,BHR,oil and gas production and transport,26.0333,50.532,100.00000000000004,,CLT_58
25494536,Spanish Lookout,Belize Natural Energy,Belize Natural Energy,BLZ,oil and gas production and transport,17.2467,-88.9994,100.0,,CLT_59
25494234,Incahuasi,TotalEnergies,TotalEnergies,BOL,oil and gas production and transport,-19.8321,-63.6954,49.99999999999999,,CLT_60
25494327,Margarita-Huacaya,Shell,Shell,BOL,oil and gas production and transport,-21.0924,-63.7526,37.5,,CLT_61
25494475,Sabalo,TotalEnergies,TotalEnergies,BOL,oil and gas production and transport,-21.2635,-63.6439,15.0,,CLT_62
25494649,Yapacani,Repsol,Repsol,BOL,oil and gas production and transport,-17.0111,-64.0619,48.33,,CLT_63
25493997,Albacora,Sinopec Group,Sinopec Group,BRA,oil and gas production and transport,-22.1235,-39.8568,2.490242869563404,,CLT_64
25494021,Atapu Unitisation (P-70),Sinopec Group,Sinopec Group,BRA,oil and gas production and transport,-24.9518,-42.4688,0.18,,CLT_65
25494035,Baleia Azul,Petrobras,Petrobras,BRA,oil and gas production and transport,-21.339,-40.001,100.0,,CLT_66
25494046,Berbigao/ Sururu I (x-Iara) (P-68),Sinopec Group,Sinopec Group,BRA,oil and gas production and transport,-24.9939,-42.6902,3.0000000000000004,,CLT_67
25494075,Buzios,CNOOC,CNOOC,BRA,oil and gas production and transport,-24.652,-42.415,7.329999999999999,,CLT_68
25494175,Frade,PRIO,PRIO,BRA,oil and gas production and transport,-21.8757,-39.842,100.0,,CLT_69
25494235,Iracema,Sinopec Group,Sinopec Group,BRA,oil and gas production and transport,-25.2602,-42.8345,3.0,,CLT_70
25494249,Jubarte,Petrobras,Petrobras,BRA,oil and gas production and transport,-21.2494,-40.0503,100.0,,CLT_71
25494330,Marlim,Petrobras,Petrobras,BRA,oil and gas production and transport,-22.507,-40.0264,100.00000000000004,,CLT_72
25494346,Mexilhao,Petrobras,Petrobras,BRA,oil and gas production and transport,-24.4878,-44.1504,100.0,,CLT_73
25494468,Roncador,Equinor,Equinor,BRA,oil and gas production and transport,-21.9435,-39.7153,25.0,,CLT_74
25494499,Sapinhoa,Sinopec Group,Sinopec Group,BRA,oil and gas production and transport,-25.7044,-43.1755,10.0,,CLT_75
25494563,Tartaruga Verde+Mestica (Cid. Campos dos Goytacazes),Petronas,Petroliam Nasional,BRA,oil and gas production and transport,-22.9822,-40.7236,50.0,,CLT_76
25494586,Tupi,Sinopec Group,Sinopec Group,BRA,oil and gas production and transport,-25.5014,-42.7513,2.76,,CLT_77
25494306,Lower Greys,Barbados National Oil,Barbados National Oil,BRB,oil and gas production and transport,13.105,-59.5298,70.0,,CLT_78
25494636,Woodbourne,Barbados National Oil,Barbados National Oil,BRB,oil and gas production and transport,13.0989,-59.4975,70.0,,CLT_79
25494033,Bakken-CA,Unknown Owner,Unknown Owner,CAN,oil and gas production and transport,49.7058,-102.3448,1.0237286937847336,,CLT_80
25494084,Cardium,Canadian Natural Resources,Canadian Natural Resources,CAN,oil and gas production and transport,53.3579,-116.122,13.404061987247918,,CLT_81
25494101,Christina Lake,Cenovus Energy,Cenovus Energy,CAN,oil and gas production and transport,55.6117,-110.8062,72.3553223322696,,CLT_82
25494108,Cold Lake,Imperial Oil Resources,Imperial Oil Limited - Compagnie Petroliere Imperiale Ltee,CAN,oil and gas production and transport,54.6833,-110.4943,,,CLT_83
25494137,Duvernay,PetroChina,PetroChina,CAN,oil and gas production and transport,54.3152,-117.132,7.91438147958692,,CLT_84
25494170,Firebag,Suncor Energy,Suncor Energy,CAN,oil and gas production and transport,57.2219,-110.8629,,,CLT_85
25494172,Fort Hills,TotalEnergies,TotalEnergies,CAN,oil and gas production and transport,57.4653,-111.4674,31.230000000000004,,CLT_86
25494174,Foster Creek,Cenovus Energy,Cenovus Energy,CAN,oil and gas production and transport,55.0607,-110.459,100.0,,CLT_87
25494218,Hebron,Nalcor Energy,Nalcor Energy,CAN,oil and gas production and transport,46.5427,-48.5282,4.9,,CLT_88
25494222,Hibernia,Nalcor Energy,Nalcor Energy,CAN,oil and gas production and transport,46.7516,-48.7817,2.782128819721581,,CLT_89
25494225,Horizon,Canadian Natural Resources,Canadian Natural Resources,CAN,oil and gas production and transport,57.3937,-111.7624,100.0,,CLT_90
25494240,Jackfish,Canadian Natural Resources,Canadian Natural Resources,CAN,oil and gas production and transport,55.5237,-110.9803,100.0,,CLT_91
25494241,Jackpine,Canadian Natural Resources,Canadian Natural Resources,CAN,oil and gas production and transport,57.244,-111.2424,70.0,,CLT_92
25494263,Kearl,Imperial Oil Resources,Imperial Oil Limited - Compagnie Petroliere Imperiale Ltee,CAN,oil and gas production and transport,57.3897,-111.0506,,,CLT_93
25494309,MacKay River,PetroChina,PetroChina,CAN,oil and gas production and transport,57.0468,-111.8802,25.44775495363639,,CLT_94
25494362,Montney AB,Arc Resources,Arc Resources,CAN,oil and gas production and transport,56.5716,-121.2219,43.3657473237874,,CLT_95
25494363,Montney BC,Canadian Natural Resources,Canadian Natural Resources,CAN,oil and gas production and transport,55.86,-120.16,7.244968314765163,,CLT_96
25494373,Muskeg River,Canadian Natural Resources,Canadian Natural Resources,CAN,oil and gas production and transport,57.238,-111.4379,70.0,,CLT_97
25494423,Peace River,Canadian Natural Resources,Canadian Natural Resources,CAN,oil and gas production and transport,56.256,-116.822,23.675455822780307,,CLT_98
25494440,Primrose,Canadian Natural Resources,Canadian Natural Resources,CAN,oil and gas production and transport,54.8496,-110.5122,100.0,,CLT_99
25494537,Spirit River,TAQA,TAQA,CAN,oil and gas production and transport,53.9289,-117.8003,7.4502412043411,,CLT_100
25494546,Surmont,TotalEnergies,TotalEnergies,CAN,oil and gas production and transport,56.1715,-110.9358,50.000000000000014,,CLT_101
25494112,Cullen,ENAP Sipetrol,ENAP Sipetrol,CHL,oil and gas production and transport,-52.982,-68.73,100.0,,CLT_102
25494123,Daniel,ENAP Sipetrol,ENAP Sipetrol,CHL,oil and gas production and transport,-52.3368,-68.6932,100.00000000000004,,CLT_103
25494008,Ansai,PetroChina,PetroChina,CHN,oil and gas production and transport,36.8912,109.1482,100.0,,CLT_104
25494009,Anyue-Moxi,PetroChina,PetroChina,CHN,oil and gas production and transport,31.04,105.75,96.28652083763264,,CLT_105
25494065,Bozhong,CNOOC,CNOOC,CHN,oil and gas production and transport,38.2317,119.3591,96.3527423531895,,CLT_106
25494082,Caofeidian,PetroChina,PetroChina,CHN,oil and gas production and transport,38.7243,118.7814,7.785344153924648,,CLT_107
25494092,Changning Shale Gas,PetroChina,PetroChina,CHN,oil and gas production and transport,29.3957,104.9568,100.00000000000004,,CLT_108
25494093,Changqing,PetroChina,PetroChina,CHN,oil and gas production and transport,37.2891,109.0455,100.0,,CLT_109
25494097,Chengdao,Sinopec,Sinopec,CHN,oil and gas production and transport,38.2654,118.7814,100.0,,CLT_110
25494122,Dangang,PetroChina,PetroChina,CHN,oil and gas production and transport,38.6514,117.4497,100.0,,CLT_111
25494131,Dina,PetroChina,PetroChina,CHN,oil and gas production and transport,42.0187,83.7808,98.24638509981202,,CLT_112
25494168,Fengchen,Sinopec,Sinopec,CHN,oil and gas production and transport,45.1,84.64,100.0,,CLT_113
25494178,Fuling,Sinopec,Sinopec,CHN,oil and gas production and transport,29.74,107.6,100.0,,CLT_114
25494221,Hetianhe,PetroChina,PetroChina,CHN,oil and gas production and transport,38.5694,80.7236,100.0,,CLT_115
25494226,Huizhou,CNOOC,CNOOC,CHN,oil and gas production and transport,21.2028,115.0361,100.0,,CLT_116
25494266,Keshen,PetroChina,PetroChina,CHN,oil and gas production and transport,41.9244,82.1299,100.0,,CLT_117
25494297,Liaohe,PetroChina,PetroChina,CHN,oil and gas production and transport,41.3017,122.5457,91.84476090803938,,CLT_118
25494300,Liwan 3-1,Cenovus Energy,Cenovus Energy,CHN,oil and gas production and transport,19.9145,115.4406,49.0,,CLT_119
25494425,Penglai,ConocoPhillips,ConocoPhillips,CHN,oil and gas production and transport,38.3619,120.0853,48.99999999999999,,CLT_120
25494444,Puguang,Sinopec,Sinopec,CHN,oil and gas production and transport,31.5314,107.7632,100.00000000000004,,CLT_121
25494449,Qinghai-Sebei,PetroChina,PetroChina,CHN,oil and gas production and transport,37.3377,94.1337,100.0,,CLT_122
25494517,Shengli,Sinopec,Sinopec,CHN,oil and gas production and transport,37.1771,118.4754,100.0,,CLT_123
25494521,Siwujiazi (Jilin),PetroChina,PetroChina,CHN,oil and gas production and transport,43.7965,124.5063,100.0,,CLT_124
25494542,Suizhong,CNOOC,CNOOC,CHN,oil and gas production and transport,39.9501,120.836,100.0,,CLT_125
25494543,Sulige,PetroChina,PetroChina,CHN,oil and gas production and transport,38.8108,108.5523,63.455880395328734,,CLT_126
25494550,Tahe,Sinopec,Sinopec,CHN,oil and gas production and transport,41.1599,83.8913,100.00000000000004,,CLT_127
25494561,Tarim,PetroChina,PetroChina,CHN,oil and gas production and transport,40.9466,82.2528,100.0,,CLT_128
25494630,Weiyuan shale gas,PetroChina,PetroChina,CHN,oil and gas production and transport,29.5942,104.3973,100.0,,CLT_129
25494640,Xifeng,PetroChina,PetroChina,CHN,oil and gas production and transport,35.7341,107.8826,100.0,,CLT_130
25494641,Xingiang-Karamay,PetroChina,PetroChina,CHN,oil and gas production and transport,46.0019,85.9836,100.0,,CLT_131
25494648,Yanan,Shaanxi Yanchang Petroleum (Group),Shaanxi Yanchang Petroleum (Group),CHN,oil and gas production and transport,39.1,110.1,100.0,,CLT_132
25494655,Yuanba,Sinopec,Sinopec,CHN,oil and gas production and transport,31.46,106.02,100.0,,CLT_133
25494039,Baobab,Canadian Natural Resources,Canadian Natural Resources,CIV,oil and gas production and transport,4.967,-4.5113,57.61000000000001,,CLT_134
25494160,Espoir,Canadian Natural Resources,Canadian Natural Resources,CIV,oil and gas production and transport,5.0119,-4.4359,58.67,,CLT_135
25493971,Abana,Sinopec Group,Sinopec Group,CMR,oil and gas production and transport,4.1916,8.4825,40.0,,CLT_136
25494032,Bakassi,Sinopec Group,Sinopec Group,CMR,oil and gas production and transport,4.2648,8.4964,24.500000000000004,,CLT_137
25494058,Boa,Sinopec Group,Sinopec Group,CMR,oil and gas production and transport,4.2817,8.4687,24.5,,CLT_138
25494279,Kombo,Sinopec Group,Sinopec Group,CMR,oil and gas production and transport,4.2891,8.4625,24.500000000000004,,CLT_139
25494298,Liawenda,Perenco,Perenco,COD,oil and gas production and transport,-5.8039,12.2973,80.0,,CLT_140
25494347,Mibale,Perenco,Perenco,COD,oil and gas production and transport,-5.8289,12.2074,100.0,,CLT_141
25494580,Tshiala,Perenco,Perenco,COD,oil and gas production and transport,-5.9404,12.2198,100.0,,CLT_142
25494299,Likouala,Eni,Eni,COG,oil and gas production and transport,-5.1974,11.6979,35.0,,CLT_143
25494356,Moho,TotalEnergies,TotalEnergies,COG,oil and gas production and transport,-5.2489,11.3609,45.48,,CLT_144
25494374,N'Kossa,TotalEnergies,TotalEnergies,COG,oil and gas production and transport,-5.2437,11.5491,45.47999999999999,,CLT_145
25494375,N'Soko,TotalEnergies,TotalEnergies,COG,oil and gas production and transport,-4.6682,11.4909,2.0024669171851803,,CLT_146
25494080,Cano Limon,Repsol,Repsol,COL,oil and gas production and transport,6.955,-71.0945,5.63,,CLT_147
25494087,Castilla,Ecopetrol,Colombia Ministry of Mines and Energy,COL,oil and gas production and transport,3.853,-73.6549,100.0,,CLT_148
25494099,Chichimene,Ecopetrol,Colombia Ministry of Mines and Energy,COL,oil and gas production and transport,3.9297,-73.6983,100.0,,CLT_149
25494102,Chuchupa,Ecopetrol,Colombia Ministry of Mines and Energy,COL,oil and gas production and transport,11.8234,-72.8427,100.0,,CLT_150
25494114,Cupiagua,Ecopetrol,Colombia Ministry of Mines and Energy,COL,oil and gas production and transport,5.2301,-72.6179,100.0,,CLT_151
25494115,Cusiana,Ecopetrol,Colombia Ministry of Mines and Energy,COL,oil and gas production and transport,5.0202,-72.6895,98.65,,CLT_152
25494239,Jacana,GeoPark,GeoPark,COL,oil and gas production and transport,4.3884,-72.7214,45.0,,CLT_153
25494291,La Cira,Ecopetrol,Colombia Ministry of Mines and Energy,COL,oil and gas production and transport,6.9917,-73.775,63.0,,CLT_154
25494422,Pauto Sur,Repsol,Repsol,COL,oil and gas production and transport,5.4282,-72.45,0.1752901224354879,,CLT_155
25494470,Rubiales,Ecopetrol,Colombia Ministry of Mines and Energy,COL,oil and gas production and transport,3.8077,-71.3983,100.0,,CLT_156
25494506,Seboruco,Cupet,Cupet,CUB,oil and gas production and transport,23.133,-81.643,100.0,,CLT_157
25494611,Varadero,Cupet,Cupet,CUB,oil and gas production and transport,23.0978,-81.2594,100.0,,CLT_158
25494191,Goldenstedt,Shell,Shell,DEU,oil and gas production and transport,52.7862,8.3014,50.0,,CLT_159
25494548,Taaken-Rotenburg,Shell,Shell,DEU,oil and gas production and transport,53.1291,9.3838,32.953296166314644,,CLT_160
25494623,Voelkersen,Wintershall Dea,Wintershall Dea,DEU,oil and gas production and transport,52.9901,9.2326,100.0,,CLT_161
25494121,Dan ,TotalEnergies,TotalEnergies,DNK,oil and gas production and transport,55.4696,5.1337,43.2,,CLT_162
25494192,Gorm,TotalEnergies,TotalEnergies,DNK,oil and gas production and transport,55.5842,4.7777,43.2,,CLT_163
25494385,Nini,INEOS Group,INEOS Group Holdings,DNK,oil and gas production and transport,56.6752,5.3981,56.99999999999999,,CLT_164
25494049,Berkine Basin,TotalEnergies,TotalEnergies,DZA,oil and gas production and transport,30.8536,7.9451,7.485278747782809,,CLT_165
25494183,Gassi Touil,Sonatrach,Sonatrach,DZA,oil and gas production and transport,30.2714,6.4155,100.0,,CLT_166
25494215,Hassi Messaoud,Sonatrach,Sonatrach,DZA,oil and gas production and transport,31.608,5.923,100.0,,CLT_167
25494216,Hassi R'Mel,Sonatrach,Sonatrach,DZA,oil and gas production and transport,32.7551,3.261,99.99999999999996,,CLT_168
25494232,In Amenas,BP,BP,DZA,oil and gas production and transport,28.0355,9.4521,8.726599517000327,,CLT_169
25494233,In Salah,BP,BP,DZA,oil and gas production and transport,28.4851,2.325,33.15,,CLT_170
25494398,Ohanet,Sonatrach,Sonatrach,DZA,oil and gas production and transport,28.6955,8.7174,100.0,,CLT_171
25494411,Ourhoud,TotalEnergies,TotalEnergies,DZA,oil and gas production and transport,30.4595,8.1248,5.08,,CLT_172
25494462,Rhourde El Klef,Sonatrach,Sonatrach,DZA,oil and gas production and transport,30.1416,6.3134,100.0,,CLT_173
25494573,Tin Fouye,TotalEnergies,TotalEnergies,DZA,oil and gas production and transport,28.3853,7.4885,38.30426585035505,,CLT_174
25494577,Toual,Sonatrach,Sonatrach,DZA,oil and gas production and transport,29.4973,4.6471,72.36995176530328,,CLT_175
25494002,Amistad,Petroecuador,Petroecuador,ECU,oil and gas production and transport,-3.2652,-80.4735,100.0,,CLT_176
25494024,Auca,Petroecuador,Petroecuador,ECU,oil and gas production and transport,-0.6926,-76.8833,100.0,,CLT_177
25494116,Cuyabeno,Petroecuador,Petroecuador,ECU,oil and gas production and transport,0.003,-76.2572,100.0,,CLT_178
25494407,Oso-EC,Petroecuador,Petroecuador,ECU,oil and gas production and transport,-0.7079,-77.1472,100.0,,CLT_179
25494477,Sacha,Petroecuador,Petroecuador,ECU,oil and gas production and transport,-0.3125,-76.8575,100.0,,CLT_180
25494518,Shushufindi,Petroecuador,Petroecuador,ECU,oil and gas production and transport,-0.1667,-76.6333,100.0,,CLT_181
25494557,Tambococha,Petroecuador,Petroecuador,ECU,oil and gas production and transport,-0.9161,-75.6022,100.0,,CLT_182
25493975,Abu El Gharadiq,Sinopec Group,Sinopec Group,EGY,oil and gas production and transport,29.6723,28.5337,33.32999999999999,,CLT_183
25493999,Amal,PICO Cheiron Group,PICO Cheiron Group,EGY,oil and gas production and transport,28.0728,33.5694,100.0,,CLT_184
25494023,Atoll,BP,BP,EGY,oil and gas production and transport,32.2257,31.8863,100.0,,CLT_185
25494036,Baltim,Eni,Eni,EGY,oil and gas production and transport,31.8681,31.1923,50.0,,CLT_186
25494045,Belayim Complex,Eni,Eni,EGY,oil and gas production and transport,28.6169,33.1976,100.0,,CLT_187
25494048,Berenice,Sinopec Group,Sinopec Group,EGY,oil and gas production and transport,30.6212,26.0166,33.33,,CLT_188
25494386,Nooros,Eni,Eni,EGY,oil and gas production and transport,31.5866,31.2215,75.0,,CLT_189
25494396,October,Dragon-ENOC,Dragon-ENOC,EGY,oil and gas production and transport,28.8622,33.0876,100.0,,CLT_190
25494447,Qasr,Sinopec Group,Sinopec Group,EGY,oil and gas production and transport,30.6238,26.6823,33.3,,CLT_191
25494460,Raven,BP,BP,EGY,oil and gas production and transport,31.7665,29.9141,82.75,,CLT_192
25494632,West Delta Deep,Shell,Shell,EGY,oil and gas production and transport,32.032,30.4658,50.0,,CLT_193
25494669,Zohr,Eni,Eni,EGY,oil and gas production and transport,32.9409,32.3103,50.0,,CLT_194
25494622,Viura,Naturgy,Naturgy,ESP,oil and gas production and transport,42.3957,-2.5798,58.8,,CLT_195
25494399,Ojamaa,Viru Keemia Grupp AS,Viru Keemia Grupp AS,EST,oil and gas production and transport,59.3715,26.9495,100.0,,CLT_196
25494088,Cazaux,Vermilion Energy,Vermilion Energy,FRA,oil and gas production and transport,44.5407,-1.1819,100.0,,CLT_197
25494091,Champotran,Vermilion Energy,Vermilion Energy,FRA,oil and gas production and transport,48.7057,3.1057,100.0,,CLT_198
25494007,Anguille,TotalEnergies,TotalEnergies,GAB,oil and gas production and transport,-0.8941,8.6709,58.28,,CLT_199
25494162,Etame,Sinopec Group,Sinopec Group,GAB,oil and gas production and transport,-3.7597,10.5096,31.36,,CLT_200
25494163,Ezanga,State of Gabon,State of Gabon,GAB,oil and gas production and transport,-3.9624,10.5426,12.500000000000004,,CLT_201
25494283,Koula,Sinopec Group,Sinopec Group,GAB,oil and gas production and transport,-1.5545,9.9381,30.323473163449886,,CLT_202
25494451,Rabi,State of Gabon,State of Gabon,GAB,oil and gas production and transport,-1.9578,9.8671,10.0,,CLT_203
25494566,Tchatamba,Sinopec Group,Sinopec Group,GAB,oil and gas production and transport,-2.2349,9.2171,1.4595317409859172,,CLT_204
25494578,Toucan,State of Gabon,State of Gabon,GAB,oil and gas production and transport,-1.7916,9.8942,10.0,,CLT_205
25494051,Beryl,APA,APA,GBR,oil and gas production and transport,59.5498,1.5318,60.59000000000001,,CLT_206
25494066,Brae Complex,TAQA,TAQA,GBR,oil and gas production and transport,58.781,1.3194,76.17,,CLT_207
25494067,Britannia,Delek Group,Delek Group,GBR,oil and gas production and transport,58.0824,0.8413,32.3,,CLT_208
25494077,Buzzard,CNOOC,CNOOC,GBR,oil and gas production and transport,57.8046,-0.9782,43.21,,CLT_209
25494083,Captain,Delek Group,Delek Group,GBR,oil and gas production and transport,58.2985,-1.761,85.0,,CLT_210
25494105,Claire Complex,Shell,Shell,GBR,oil and gas production and transport,60.6845,-2.5534,27.969999999999995,,CLT_211
25494113,Culzean,TotalEnergies,TotalEnergies,GBR,oil and gas production and transport,57.1917,1.8884,49.99,,CLT_212
25494117,Cygnus,Spirit Energy,Centrica,GBR,oil and gas production and transport,54.5512,2.2729,,,CLT_213
25494155,Elgin,TotalEnergies,TotalEnergies,GBR,oil and gas production and transport,57.0122,1.84,46.17000000000001,,CLT_214
25494173,Forties,APA,APA,GBR,oil and gas production and transport,57.7307,0.9748,97.14,,CLT_215
25494177,Franklin,TotalEnergies,TotalEnergies,GBR,oil and gas production and transport,56.9539,1.8948,46.17,,CLT_216
25494181,Gannet Complex,Shell,Shell,GBR,oil and gas production and transport,57.1378,0.9908,41.77395083517755,,CLT_217
25494190,Golden Eagle,CNOOC,CNOOC,GBR,oil and gas production and transport,57.9761,-0.9144,36.54,,CLT_218
25494246,Jasmine,Eni,Eni,GBR,oil and gas production and transport,56.7093,2.1902,32.99999999999999,,CLT_219
25494313,Magnus,EnQuest,EnQuest,GBR,oil and gas production and transport,61.6157,1.2839,100.0,,CLT_220
25494463,Rhum,NIOC,NIOC,GBR,oil and gas production and transport,60.1178,1.723,50.0,,CLT_221
25494504,Schiehallion,Delek Group,Delek Group,GBR,oil and gas production and transport,60.3518,-4.0386,11.76,,CLT_222
25494489,Samgori,Block Energy,Block Energy,GEO,oil and gas production and transport,41.7065,45.1194,100.0,,CLT_223
