uid_gem	latitude	longitude	sector_main	sector_main_num	capacity_unit	country	asset_name	owner_name	index	capacity_first	start_year_first	sector_sub_first	capacity	start_year	sector_sub	number_units	row	col	treecover2000	defo_total	y1	y3	y5	y7	defo_y1	defo_y3	defo_y5	defo_y7	quintile_capacity
L102125	22.3978019	82.7401642	coal plant	3	mw	India	BALCO Korba power station	BALCO	31297	135.0	2005	bituminous	[135.0, 135.0, 135.0, 135.0, 300.0, 300.0, 300.0, 300.0]	[2005.0, 2005.0, 2006.0, 2006.0, 2015.0, 2016.0, 2013.0, 2013.0]	['bituminous', 'bituminous', 'bituminous', 'bituminous', 'bituminous', 'bituminous', 'bituminous', 'bituminous']	8	190408	650960	0.0	0.0275482093663909	1	3	5	7	0.0	0.0036730945821854	0.0192837465564737	0.020202020202020003	3.0
L102142	22.1279449	83.5359192	coal plant	3	mw	India	Dongamahua Captive Power Plant	Jindal Steel & Power Ltd	31420	135.0	2012	unknown	[135.0, 135.0, 135.0, 135.0]	[2012.0, 2012.0, 2012.0, 2012.0]	['unknown', 'unknown', 'unknown', 'unknown']	4	191488	654143	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102152	22.38895	82.5549	coal plant	3	mw	India	Kasaipalli power station	ACB (India) Ltd	31572	135.0	2011	waste coal	[135.0, 135.0]	[2011.0, 2012.0]	['waste coal', 'waste coal']	2	190444	650219	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102210	21.1190775	72.6405448	coal plant	3	mw	India	Hazira power station (Essar)	Essar Power Ltd	31493	135.0	2015	unknown	[135.0, 135.0]	[2015.0, 2016.0]	['unknown', 'unknown']	2	195523	610562	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102436	20.2724429	78.9789158	coal plant	3	mw	India	Wardha Warora Power Plant	Sai Wardha Power Generation Pvt Ltd	32060	135.0	2010	bituminous	[135.0, 135.0, 135.0, 135.0]	[2010.0, 2010.0, 2011.0, 2011.0]	['bituminous', 'bituminous', 'bituminous', 'bituminous']	4	198910	635915	12.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102444	20.8924742	84.9903899	coal plant	3	mw	India	Angul Steel power station	Jindal Steel & Power Ltd	31266	135.0	2011	unknown	[135.0, 135.0, 135.0, 135.0, 135.0, 135.0]	[2011.0, 2012.0, 2013.0, 2013.0, 2013.0, 2014.0]	['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']	6	196430	659961	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102470	21.7879926	84.0543607	coal plant	3	mw	India	Jharsuguda CPP power station	Vedanta Resources Ltd	31520	135.0	2008	unknown	[135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0]	[2008.0, 2008.0, 2008.0, 2008.0, 2008.0, 2008.0, 2008.0, 2011.0, 2011.0]	['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']	9	192848	656217	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102526	25.8948022	71.3262764	coal plant	3	mw	India	JSW Barmer Jalipa Kapurdi power station	JSW Energy Ltd	31541	135.0	2010	lignite	[135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0]	[2010.0, 2010.0, 2011.0, 2011.0, 2013.0, 2013.0, 2013.0, 2013.0]	['lignite', 'lignite', 'lignite', 'lignite', 'lignite', 'lignite', 'lignite', 'lignite']	8	176420	605305	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102535	27.8567	72.8577	coal plant	3	mw	India	VS Lignite Plant	KSK Energy Ventures Ltd	32051	135.0	2010	lignite	[135.0]	[2010.0]	['lignite']	1	168573	611430	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102798	-3.75149	103.64809	coal plant	3	mw	Indonesia	Keban Agung power station	PT Primanaya Energi	32173	135.0	2015	unknown	[135.0, 135.0]	[2015.0, 2015.0]	['unknown', 'unknown']	2	295005	734592	0.0	0.7814508723599626	1	3	5	7	0.0009182736455463	0.0045913682277317	0.0321395775941228	0.21763085399449	3.0
L103167	13.91933	120.826054	coal plant	3	mw	Philippines	Puting Bato power station	South Luzon Thermal Energy Corp	32807	135.0	2015	unknown	[135.0, 135.0]	[2015.0, 2016.0]	['unknown', 'unknown']	2	224322	803304	0.0	0.0018365472910926	1	3	5	7	0.0	0.0	0.0	0.0009182736455463	3.0
L103200	11.1875824	123.1207209	coal plant	3	mw	Philippines	Concepcion power station	Palm Concepcion Power Corp	32767	135.0	2016	unknown	[135.0]	[2016.0]	['unknown']	1	235249	812482	0.0	0.0762167125803484	1	3	5	7	0.024793388429752	0.0367309458218548	0.0587695133149677	0.0624426078971531	3.0
L104413	34.733697	111.082296	coal plant	3	mw	China	Huineng power station	Sanmenxia Vientiane Industrial Co Ltd	29088	135.0	2005	unknown	[135.0, 135.0]	[2005.0, 2005.0]	['unknown', 'unknown']	2	141065	764329	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L104473	43.936092	81.160558	coal plant	3	mw	China	Chuanning Biotechnology captive power station	Yili Chuanning Biotechnology Co Ltd	28241	135.0	2014	unknown	[135.0, 135.0, 55.0]	[2014.0, 2014.0, 2014.0]	['unknown', 'unknown', 'unknown']	3	104255	644642	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L104528	37.461498	111.111952	coal plant	3	mw	China	Zhongyu Cogen power station	Shanxi Zhongyang Iron & Steel Co Ltd	30934	135.0	2007	unknown	[135.0, 135.0, 135.0]	[2007.0, 2007.0, 2007.0]	['unknown', 'unknown', 'unknown']	3	130154	764447	0.0	0.0275482093663911	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L104841	-2.00469399941795	121.438070697473	coal plant	3	mw	Indonesia	Delong Nickel Phase III power station	PT Gunbuster Nickel Industry	32148	135.0	2021	unknown	[135.0]	[2021.0]	['unknown']	1	288018	805752	87.0	0.9449035812672172	1	3	4	5	0.0091827364554637	0.288337924701561			3.0
L104876	39.4315537081942	106.670728104429	coal plant	3	mw	China	CNSG Jilantai Salt captive power station	CNSG Jilantai Salt Chemical (GROUP ) Co Ltd	28248	135.0	2008	unknown	[135.0, 135.0]	[2008.0, 2008.0]	['unknown', 'unknown']	2	122273	746682	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L105022	-3.82791042091511	122.468270827065	coal plant	3	mw	Indonesia	Delong Nickel Phase II power station	PT Obsidian Stainless Steel	32138	135.0	2020	unknown	[135.0, 380.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 380.0]	[2020.0, 2021.0, 2020.0, 2020.0, 2021.0, 2021.0, 2021.0, 2021.0, 2021.0, 2022.0]	['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']	10	295311	809873	0.0	0.2782369146005506	1	3	5	6	0.0018365472910927	0.0385674931129475	0.135904499540863		3.0
L101009	32.1858401	119.2709357	coal plant	3	mw	China	Jiangsu Zhenjiang power station	Jiangsu Zhenjiang Generator Co Ltd	29160	140.0	2003	bituminous	[140.0, 140.0, 630.0, 630.0]	[2003.0, 2003.0, 2005.0, 2006.0]	['bituminous', 'bituminous', 'bituminous', 'bituminous']	4	151256	797083	0.0	0.0587695133149678	1	3	5	6	0.0	0.0	0.0		3.0
L101011	31.9197802	120.2052277	coal plant	3	mw	China	Jiangyin Sulong power station	Jiangyin Sulong Thermal Power Co Ltd	29167	140.0	2003	bituminous	[140.0, 140.0, 330.0, 330.0]	[2003.0, 2003.0, 2004.0, 2005.0]	['bituminous', 'bituminous', 'bituminous', 'bituminous']	4	152320	800820	0.0	0.0	1	3	5	6	0.0	0.0	0.0		3.0
L101300	38.42868	109.741226	coal plant	3	mw	China	Yulin Shanghe power station	Shaanxi Yinhe Yulin Power Generation Co Ltd	30795	140.0	2004	bituminous	[140.0, 140.0]	[2004.0, 2005.0]	['bituminous', 'bituminous']	2	126285	758964	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101349	36.4684815	115.9117469	coal plant	3	mw	China	Huaneng Liaocheng power station	Shandong Liaocheng Luneng Thermoelectricity Co Ltd	29001	140.0	2002	anthracite	[140.0, 140.0, 330.0, 330.0]	[2002.0, 2003.0, 2002.0, 2003.0]	['anthracite', 'anthracite', 'anthracite', 'anthracite']	4	134126	783646	0.0	0.0	1	3	4	5	0.0	0.0			3.0
L101369	35.00713	118.32388	coal plant	3	mw	China	Linyi power station	Huaneng Linyi Power Generation Co Ltd	29436	140.0	2008	bituminous	[140.0, 140.0, 140.0, 350.0, 350.0]	[2008.0, 2004.0, 2004.0, 2013.0, 2013.0]	['bituminous', 'bituminous', 'bituminous', 'bituminous', 'bituminous']	5	139971	793295	26.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102813	-6.11607	107.05197	coal plant	3	mw	Indonesia	Cikarang Babelan power station	PT Cikarang Listrindo	32122	140.0	2017	unknown	[140.0, 140.0]	[2017.0, 2017.0]	['unknown', 'unknown']	2	304464	748207	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102533	25.1383961	75.8835983	coal plant	3	mw	India	Shriram Rayons power station	DCM Shriram Industries Ltd	31909	141.0	2005	unknown	[141.0]	[2005.0]	['unknown']	1	179446	623534	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102691	-8.1962945	114.8515677	coal plant	3	mw	Indonesia	Celukan Bawang power station	PT Merryline International	32116	142.0	2015	unknown	[142.0, 142.0, 142.0]	[2015.0, 2015.0, 2015.0]	['unknown', 'unknown', 'unknown']	3	312785	779406	0.0	0.1340679522497703	1	3	5	7	0.0	0.0	0.0	0.0918273645546372	3.0
L100340	35.195095	106.56861	coal plant	3	mw	China	Gansu Huating power station	China Hydropower Construction Group Huating Power Generation Co Ltd	28546	145.0	2006	bituminous	[145.0, 145.0]	[2006.0, 2007.0]	['bituminous', 'bituminous']	2	139219	746274	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101306	36.471944	117.8425	coal plant	3	mw	China	Baiyanghe power station	Huaneng Shandong Power Generation Co Ltd Baiyanghe Power Plant	28008	145.0	2003	anthracite	[145.0, 145.0, 300.0, 300.0]	[2003.0, 2003.0, 2009.0, 2009.0]	['anthracite', 'anthracite', 'anthracite', 'anthracite']	4	134112	791370	0.0	0.0	1	3	5	6	0.0	0.0	0.0		3.0
L101370	35.343898	116.791609	coal plant	3	mw	China	Liyan power station	Shandong Liyan Power Generation Co Ltd	29454	145.0	2001	bituminous	[145.0, 145.0, 145.0]	[2001.0, 2003.0, 2004.0]	['bituminous', 'bituminous', 'bituminous']	3	138624	787166	0.0	0.014692378328741798	1	2	3	4	0.0				3.0
L101437	36.7275338	117.403642	coal plant	3	mw	China	Zhangqiu power station	Huadian Zhangqiu Power Generation Co Ltd	30854	145.0	2002	anthracite	[145.0, 145.0, 335.0, 300.0]	[2002.0, 2002.0, 2006.0, 2006.0]	['anthracite', 'anthracite', 'anthracite', 'anthracite']	4	133089	789614	0.0	0.0	1	3	4	5	0.0	0.0			3.0
L103543	25.035413	121.372605	coal plant	3	mw	Taiwan	Hwa Ya Cogen power station	Hwa Ya Power	33487	148.0	2004	unknown	[148.0, 152.0]	[2004.0, 2004.0]	['unknown', 'unknown']	2	179858	805490	0.0	0.0284664830119373	1	3	5	7	0.0	0.0128558310376492	0.014692378328741899	0.014692378328741899	3.0
L102871	37.015262	137.791039	coal plant	3	mw	Japan	Itoigawa power station	Itoigawa Power Co	32365	149.0	2001	bituminous	[149.0]	[2001.0]	['bituminous']	1	131938	871164	0.0	0.0	1	2	3	4	0.0				3.0
L100330	38.49059	102.167852	coal plant	3	mw	China	Jinchuan Works power station	Jinchuan Group Thermal Power Co Ltd	29220	150.0	2008	anthracite	[150.0, 150.0]	[2008.0, 2008.0]	['anthracite', 'anthracite']	2	126037	728671	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L100414	22.446304	112.999356	coal plant	3	mw	China	Xinhui Shuangshui power station	Xinhui Shuangshui Generate Electricity (B Plant) Co Ltd	30524	150.0	2004	unknown	[150.0, 150.0, 600.0]	[2004.0, 2004.0, 2022.0]	['unknown', 'unknown', 'unknown']	3	190214	771997	45.0	0.0009182736455463	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L100429	23.7849582703348	106.820287821876	coal plant	3	mw	China	Baise Tianyang power station	Guangxi Bose Yinhai Power Generation Co Ltd	28002	150.0	2007	unknown	[150.0, 150.0]	[2007.0, 2007.0]	['unknown', 'unknown']	2	184860	747281	0.0	0.030303030303030103	1	3	5	7	0.0	0.0	0.0009182736455463	0.002754820936639	3.0
L100446	21.7266609319579	108.693893450291	coal plant	3	mw	China	Jingui Mill power station	Guangxi Jingui Pulp & Paper Co Ltd	29243	150.0	2010	unknown	[150.0, 150.0]	[2010.0, 2011.0]	['unknown', 'unknown']	2	193093	754775	0.0	0.0183654729109273	1	3	5	7	0.0045913682277318	0.0045913682277318	0.0045913682277318	0.0045913682277318	3.0
L100458	27.276646	105.3473367	coal plant	3	mw	China	Bijie Cogen power station	Guizhou Huadian Bijie Thermal Power Co Ltd	28103	150.0	2009	unknown	[150.0, 150.0]	[2009.0, 2009.0]	['unknown', 'unknown']	2	170893	741389	71.0	0.0018365472910927	1	3	5	7	0.0	0.0018365472910927	0.0018365472910927	0.0018365472910927	3.0
L100511	27.88002	107.030397	coal plant	3	mw	China	Suiyang power station	State Power Investment Corporation Guizhou Jinyuan Suiyang Industrial Co Ltd	30165	150.0	2018	unknown	[150.0, 150.0]	[2018.0, 2019.0]	['unknown', 'unknown']	2	168479	748121	47.0	0.0312213039485765	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L100533	19.7726357	109.1840799	coal plant	3	mw	China	Jinhai Mill power station	Hainan Jinhai Pulp & Paper Company Ltd	29259	150.0	2004	unknown	[150.0, 150.0]	[2004.0, 2004.0]	['unknown', 'unknown']	2	200909	756736	0.0	0.0844811753902661	1	3	5	7	0.0312213039485766	0.0826446280991734	0.0844811753902661	0.0844811753902661	3.0
L100656	35.0570662	112.5792293	coal plant	3	mw	China	Yuyuan power station	Guodian Yuyuan Power Generation Co Ltd	30823	150.0	2005	unknown	[150.0, 150.0]	[2005.0, 2005.0]	['unknown', 'unknown']	2	139771	770316	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L100868	39.479798	106.7343879	coal plant	3	mw	China	Huadian Wuda power station	Inner Mongolia Huadian Wuda Thermal Power Co Ltd	28902	150.0	2005	unknown	[150.0, 150.0]	[2005.0, 2005.0]	['unknown', 'unknown']	2	122080	746937	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L100909	41.019191	113.159098	coal plant	3	mw	China	Huaning Cogen power station	Inner Mongolia Huaning Thermal Power Co Ltd	29057	150.0	2007	unknown	[150.0, 150.0]	[2007.0, 2007.0]	['unknown', 'unknown']	2	115923	772636	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L100919	39.464328	106.702128	coal plant	3	mw	China	Junzheng Wuhai power station	Inner Mongolia Junzheng Energy & Chemical Group Co Ltd	29336	150.0	2006	waste coal	[150.0, 150.0, 200.0]	[2006.0, 2006.0, 2013.0]	['waste coal', 'waste coal', 'waste coal']	3	122142	746808	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L100945	39.288532	110.19049	coal plant	3	mw	China	Shangwan Cogen power station	Beijing Guodian Power Co Ltd Shangwan Thermal Power Plant	29968	150.0	2009	unknown	[150.0, 150.0]	[2009.0, 2009.0]	['unknown', 'unknown']	2	122845	760761	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L100953	39.827691	111.267896	coal plant	3	mw	China	Shenhua Zhunneng power station	Shenhua Group Zhungeer Energy Sources Co Ltd	30065	150.0	2005	waste coal	[150.0, 150.0, 330.0, 330.0]	[2005.0, 2006.0, 2011.0, 2011.0]	['waste coal', 'waste coal', 'waste coal', 'waste coal']	4	120689	765071	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101149	41.784242	121.430199	coal plant	3	mw	China	Fuxin Jinshan power station	Fuxin Jinshan Coal Gangue Thermal Power Co Ltd	28514	150.0	2007	waste coal	[150.0, 150.0, 150.0, 150.0]	[2007.0, 2007.0, 2007.0, 2007.0]	['waste coal', 'waste coal', 'waste coal', 'waste coal']	4	112863	805720	64.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101193	39.306641	106.728496	coal plant	3	mw	China	Hebin power station	Yingli Energy Group Co Ltd	28735	150.0	2006	unknown	[150.0, 150.0]	[2006.0, 2006.0]	['unknown', 'unknown']	2	122773	746913	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101299	38.579872	109.933769	coal plant	3	mw	China	Yulin Methanol power station	Yanzhou Nengyuan Yulin Nenghua Co Ltd	30793	150.0	2008	unknown	[150.0, 150.0]	[2008.0, 2008.0]	['unknown', 'unknown']	2	125680	759735	70.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101362	35.772746	116.319352	coal plant	3	mw	China	Jining Yangcheng power station	Yangcheng Power Plant of Shandong Jinkuang Luneng Coal Power Co Ltd	29265	150.0	2009	unknown	[150.0, 150.0]	[2009.0, 2009.0]	['unknown', 'unknown']	2	136909	785277	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101376	37.728687	120.443329	coal plant	3	mw	China	Nanshan Aluminum Donghai power station	Shandong Nanshan Aluminium Co Ltd	29600	150.0	2003	unknown	[150.0, 150.0, 220.0, 330.0, 330.0, 330.0]	[2003.0, 2003.0, 2006.0, 2010.0, 2010.0, 2011.0]	['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']	6	129085	801773	0.0	0.0284664830119371	1	3	5	6	0.0	0.0045913682277318	0.0055096418732781		3.0
L101377	37.593105	120.470388	coal plant	3	mw	China	Nanshan Thermal power station	Shandong Yili Electric Industry Co Ltd	29606	150.0	2012	bituminous	[150.0]	[2012.0]	['bituminous']	1	129627	801881	0.0	0.0018365472910927	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101387	37.130132	119.032725	coal plant	3	mw	China	Shandong Haihua Weifang power station	Shandong Haihua Group Co Ltd Thermal Power Branch	29890	150.0	2011	unknown	[150.0]	[2011.0]	['unknown']	1	131479	796130	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101396	35.8581282	117.6958357	coal plant	3	mw	China	Shandong Zhongtai power station	Huaneng Shandong Power Generation Co Ltd Zhongtai Power Plant	29930	150.0	2007	waste coal	[150.0, 150.0]	[2007.0, 2007.0]	['waste coal', 'waste coal']	2	136567	790783	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101403	35.534527	116.798252	coal plant	3	mw	China	Taiyang Mill power station	Shandong SUN Paper Co Ltd	30200	150.0	2008	waste coal	[150.0, 50.0, 50.0, 60.0, 50.0]	[2008.0, 2010.0, 2011.0, 2016.0, 2015.0]	['waste coal', 'waste coal', 'waste coal', 'waste coal', 'waste coal']	5	137861	787193	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101405	35.068056	117.120833	coal plant	3	mw	China	Tengzhou Xinyuan power station	Huadian Tengzhou Xinyuan Thermoelectricity Co Ltd	30230	150.0	2003	bituminous	[150.0, 150.0, 350.0, 350.0]	[2003.0, 2003.0, 2006.0, 2006.0]	['bituminous', 'bituminous', 'bituminous', 'bituminous']	4	139727	788483	0.0	0.0	1	3	5	6	0.0	0.0	0.0		3.0
L101490	37.642467	113.650185	coal plant	3	mw	China	Jinzhong Anping power station	Anping Power Plant of China Coal Xiyang Energy Co Ltd	29283	150.0	2007	waste coal	[150.0, 150.0]	[2007.0, 2007.0]	['waste coal', 'waste coal']	2	129430	774600	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101604	44.861677	82.117861	coal plant	3	mw	China	Bole Cogen power station	Xinjiang Chuxing Energy Development Co Ltd	28107	150.0	2017	unknown	[150.0, 150.0]	[2017.0, 2016.0]	['unknown', 'unknown']	2	100553	648471	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101674	44.13336	87.834665	coal plant	3	mw	China	Shenhua Guoneng Fukang power station	Huadian Fukang Power Generation Co Ltd	30037	150.0	2008	unknown	[150.0, 150.0]	[2008.0, 2008.0]	['unknown', 'unknown']	2	103466	671338	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101702	43.914734	87.583101	coal plant	3	mw	China	Xinjiang Joinworld power station	Xinjiang Joinworld Co Ltd	30536	150.0	2012	unknown	[150.0, 150.0]	[2012.0, 2012.0]	['unknown', 'unknown']	2	104341	670332	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101705	44.126943	87.772501	coal plant	3	mw	China	Xinjiang Zhongtai Fukang power station	Xinjiang Zhongtai Chemical Fukang Energy Co Ltd	30547	150.0	2012	unknown	[150.0, 150.0, 150.0, 150.0, 150.0, 150.0]	[2012.0, 2012.0, 2013.0, 2012.0, 2012.0, 2012.0]	['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']	6	103492	671090	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101707	43.942935	87.664081	coal plant	3	mw	China	Xinjiang Zhongtai Huatai power station	Xinjiang HUATAI Heavy Chemical Co Ltd	30553	150.0	2010	unknown	[150.0, 150.0]	[2010.0, 2010.0]	['unknown', 'unknown']	2	104228	670656	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L101745	29.9126221	121.9031612	coal plant	3	mw	China	Formosa Ningbo cogen power station	Formosa Power (Ningbo) Co Ltd	28470	150.0	2004	unknown	[150.0, 150.0, 150.0]	[2004.0, 2005.0, 2006.0]	['unknown', 'unknown', 'unknown']	3	160349	807612	99.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102010	14.110715	-90.72265	coal plant	3	mw	Guatemala	Jaguar Energy power station	Jaguar Energy Guatemala	31205	150.0	2016	bituminous	[150.0, 150.0]	[2016.0, 2016.0]	['bituminous', 'bituminous']	2	223557	-42891	0.0	0.1111111111111107	1	3	5	7	0.0	0.0	0.0064279155188246	0.011937557392102699	3.0
L102053	14.2111946	80.0900615	coal plant	3	mw	India	Meenakshi Energy Thermal Power Project	Meenakshi Energy	31668	150.0	2012	unknown	[150.0, 150.0]	[2012.0, 2013.0]	['unknown', 'unknown']	2	223155	640360	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102347	24.220902	82.437197	coal plant	3	mw	India	Mahan Aluminium power station	Hindalco Industries Ltd	31644	150.0	2013	unknown	[150.0, 150.0, 150.0, 150.0, 150.0, 150.0]	[2013.0, 2013.0, 2013.0, 2013.0, 2013.0, 2013.0]	['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']	6	183116	649748	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102419	21.1510295	74.8542059	coal plant	3	mw	India	Nardana Vaghode power station	Shirpur Power Pvt Ltd	31718	150.0	2017	subbituminous	[150.0]	[2017.0]	['subbituminous']	1	195395	619416	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102441	21.7400679	84.0605915	coal plant	3	mw	India	Aditya Aluminium power station	Hindalco Industries Ltd	31235	150.0	2014	unknown	[150.0, 150.0, 150.0, 150.0, 150.0, 150.0]	[2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0]	['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']	6	193039	656242	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102481	20.8072919	85.2531512	coal plant	3	mw	India	Meramandali power station	Tata Steel Ltd	31680	150.0	2009	unknown	[150.0, 150.0]	[2009.0, 2009.0]	['unknown', 'unknown']	2	196770	661012	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102519	26.073889	74.385	coal plant	3	mw	India	Ajmer power station	Shree Cement Ltd	31241	150.0	2011	unknown	[150.0, 150.0]	[2011.0, 2012.0]	['unknown', 'unknown']	2	175704	617540	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102563	10.8240854	79.7538275	coal plant	3	mw	India	Nagai Nagapattinam Power Project	Nagai Power Pvt Ltd	31717	150.0	2019	unknown	[150.0]	[2019.0]	['unknown']	1	236703	639015	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L102695	-6.02475448272161	105.942635271308	coal plant	3	mw	Indonesia	Asahimas Chemical power station	Asahimas Chemical	32077	150.0	2019	unknown	[150.0, 150.0]	[2019.0, 2019.0]	['unknown', 'unknown']	2	304099	743770	95.0	0.0082644628099172	1	3	5	7	0.0	0.0	0.0	0.0036730945821854	3.0
L102802	-3.4013806	104.1186327	coal plant	3	mw	Indonesia	Shenhua Guohua power station	PT GH EMM Indonesia	32245	150.0	2011	lignite	[150.0, 150.0]	[2011.0, 2011.0]	['lignite', 'lignite']	2	293605	736474	95.0	0.6510560146923776	1	3	5	7	0.0	0.1349862258953167	0.44719926538108334	0.5261707988980714	3.0
L102806	-2.1562529	103.7552716	coal plant	3	mw	Indonesia	Sumsel-5 power station	PT Dian Swastatika Sentosa Tbk	32265	150.0	2016	unknown	[150.0, 150.0]	[2016.0, 2016.0]	['unknown', 'unknown']	2	288625	735021	0.0	0.8126721763085393	1	3	5	7	0.0137741046831955	0.0348943985307619	0.1689623507805323	0.333333333333333	3.0
L102953	33.954611	133.249236	coal plant	3	mw	Japan	Niihama Nishi power station	Sumitomo Joint Electric Power Co Ltd	32422	150.0	2008	unknown	[150.0]	[2008.0]	['unknown']	1	144181	852996	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L103003	42.871747	74.654957	coal plant	3	mw	Kyrgyzstan	Bishkek power station	Electricheskiye Stantsii JSC	32587	150.0	2017	unknown	[150.0, 150.0]	[2017.0, 2017.0]	['unknown', 'unknown']	2	108513	618619	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	3.0
L103165	13.9326276	120.7896888	coal plant	3	mw	Philippines	Calaca power station	SEM-Calaca Power Corp	32760	150.0	2015	subbituminous	[150.0, 150.0]	[2015.0, 2015.0]	['subbituminous', 'subbituminous']	2	224269	803158	0.0	0.0018365472910926	1	3	5	7	0.0	0.0	0.0	0.0009182736455463	4.0
L103202	10.72444	122.59582	coal plant	3	mw	Philippines	Panay power station	Panay Energy Development Corp	32800	150.0	2016	unknown	[150.0, 82.0, 82.0]	[2016.0, 2010.0, 2011.0]	['unknown', 'unknown', 'unknown']	3	237102	810383	0.0	0.0009182736455463	1	3	5	7	0.0	0.0	0.0	0.0	4.0
L103585	14.645696	101.12726	coal plant	3	mw	Thailand	TPI Coal power station	TPI Polene Power	33546	150.0	2019	unknown	[150.0]	[2019.0]	['unknown']	1	221417	724509	0.0	0.009182736455463601	1	3	5	7	0.0	0.0	0.0	0.0	4.0
L104292	41.004897	70.122799	coal plant	3	mw	Uzbekistan	Angren power station	Thermal Power Stations JSC	34112	150.0	2016	lignite	[150.0]	[2016.0]	['lignite']	1	115980	600491	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	4.0
