uid_gem	latitude	longitude	sector_main	sector_main_num	capacity_unit	country	asset_name	owner_name	index	capacity_first	start_year_first	sector_sub_first	capacity	start_year	sector_sub	number_units	row	col	treecover2000	defo_total	y1	y3	y5	y7	defo_y1	defo_y3	defo_y5	defo_y7	quintile_capacity
T0208	25.809175	-80.296697	LNG terminal	0	bcf/d	United States	American LNG Hialeah Terminal	Fortress Investment Group	36351	0.01	2016	export	[0.01]	[2016.0]	['export']	1	176763	-1187	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0499	32.75898	129.806367	LNG terminal	0	mtpa	Japan	Nagasaki LNG Terminal	Saibu Gas	36484	0.2	2003	import	[0.2]	[2003.0]	['import']	1	148964	839225	0.0	0.0036730945821853	1	3	5	6	0.0	0.0009182736455463	0.0009182736455463		0.0
T0221	32.091111	-81.000278	LNG terminal	0	mtpa	United States	Elba Island LNG Terminal	Southern LNG Company LLC	36307	0.25	2019	export	[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]	[2019.0, 2019.0, 2019.0, 2019.0, 2019.0, 2020.0, 2020.0, 2020.0, 2020.0, 2020.0]	['export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export']	10	151635	-4002	90.0	0.017447199265381	1	3	5	7	0.0	0.0	0.017447199265381	0.017447199265381	0.0
T0276	-8.746306	115.2094864	LNG terminal	0	mtpa	Indonesia	Benoa FSRU	JSK Group	36382	0.35	2016	import	[0.35]	[2016.0]	['import']	1	314985	780837	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0670	18.463029	-77.934847	LNG terminal	0	mtpa	Jamaica	Montego Bay LNG Terminal	New Fortress Energy	36262	0.5	2016	import	[0.5]	[2016.0]	['import']	1	206147	8260	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0753	19.977562	110.057687	LNG terminal	0	mtpa	China	Hainan Shennan LNG Storage Facility	Hainan Shennan Energy Co.,ltd CNPC	36252	0.5	2014	import	[0.5]	[2014.0]	['import']	1	200089	760230	0.0	0.0073461891643707995	1	3	5	7	0.0	0.0	0.0027548209366391	0.0027548209366391	0.0
T0380	21.587366	108.354621	LNG terminal	0	mtpa	China	Fangchenggang LNG Terminal	State Pipe Network Group Guangxi Fangchenggang Natural Gas Co Ltd	36412	0.6	2019	import	[0.6]	[2019.0]	['import']	1	193650	753418	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0212	29.77292736	-93.3343038	LNG terminal	0	mtpa	United States	Calcasieu Pass LNG Terminal	Venture Global Calcasieu Pass	36273	0.67	2022	export	[0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67]	[2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0, 2022.0]	['export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export', 'export']	18	160908	-53338	0.0	0.3985307621671258	1	2	3	4	0.0				0.0
T0690	24.2740568	-110.3273078	LNG terminal	0	mtpa	Mexico	Pichilingue LNG Terminal	New Fortress Energy	36557	0.8	2021	import	[0.8]	[2021.0]	['import']	1	182903	-121310	0.0	0.0	1	3	4	5	0.0	0.0			0.0
T0715	22.618619	114.384841	LNG terminal	0	mtpa	China	Shenzhen LNG Terminal (Shenzhen Gas)	Shenzhen Gas Corp Ltd	36562	0.8	2019	import	[0.8]	[2019.0]	['import']	1	189525	777539	87.0	0.0697887970615241	1	3	5	7	0.0	0.0	0.0404040404040404	0.0404040404040404	0.0
T0837	26.479444	127.927778	LNG terminal	0	mtpa	Japan	Yoshinoura LNG Terminal	Okinawa Electric Power	36575	0.8	2012	import	[0.8]	[2012.0]	['import']	1	174082	831711	0.0	0.4995408631772264	1	3	5	7	0.0055096418732782	0.13865932047750218	0.1542699724517904	0.4040404040404038	0.0
T0323	10.527191	107.026022	LNG terminal	0	mtpa	Vietnam	Thi Vai LNG Terminal	PetroVietnam Gas	36255	1.0	2022	import	[1.0]	[2022.0]	['import']	1	237891	748104	0.0	0.2277318640955002	1	2	3	4	0.0				0.0
T0701	33.984979	133.314241	LNG terminal	0	mtpa	Japan	Niihama LNG Terminal	Niihama LNG Co Ltd	36558	1.0	2022	import	[1.0]	[2022.0]	['import']	1	144060	853256	0.0	0.0	1	2	3	4	0.0				0.0
T0710	30.681206	121.246827	LNG terminal	0	mtpa	China	Pinghu LNG Terminal	Zhejiang Hangjiaxin Clean Energy Co Ltd	36559	1.0	2022	import	[1.0]	[2022.0]	['import']	1	157275	804987	0.0	0.0	1	2	3	4	0.0				0.0
T0793	22.83969325	113.5601836	LNG terminal	0	mtpa	China	Guangzhou Nansha LNG Terminal	Guangdong (Panyu) Petrochemical Storage & Transportation Ltd	36295	1.0	2023	import	[1.0]	[2023.0]	['import']	1	188641	774240	78.0	0.0	0	1	2	3					0.0
T0713	33.470118	126.3233004	LNG terminal	0	mtpa	South Korea	Jeju Aewol LNG Terminal	KOGAS	36560	1.1	2019	import	[1.1]	[2019.0]	['import']	1	146119	825293	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0400	32.041846	121.746907	LNG terminal	0	mtpa	China	Qidong LNG Terminal	Guanghui ENERGY Comprehensive Logistics Development Co Ltd	36423	1.15	2017	import	[1.15, 1.43, 1.43]	[2017.0, 2020.0, 2022.0]	['import', 'import', 'import']	3	151832	806987	48.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0388	22.15426872	113.9637415	LNG terminal	0	mtpa	Hong Kong	Hong Kong FSRU	香港液化天然氣接收站有限公司	36417	1.2	2023	import	[1.2]	[2023.0]	['import']	1	191382	775854	62.0	0.0	0	1	2	3					0.0
T0513	34.3568348	133.8367306	LNG terminal	0	mtpa	Japan	Sakaide LNG Terminal	Sakaide LNG	36492	1.2	2010	import	[1.2]	[2010.0]	['import']	1	142572	855346	0.0	0.0091827364554636	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0289	12.0	113.0	LNG terminal	0	mtpa	Malaysia	Dua FLNG Terminal	Petronas	36390	1.5	2021	export	[1.5]	[2021.0]	['export']	1	232000	772000	0.0	0.0	1	3	4	5	0.0	0.0			0.0
T0321	12.651686	101.159533	LNG terminal	0	mtpa	Thailand	Map Ta Phut LNG Terminal 1	PTT LNG	36221	1.5	2019	import	[1.5, 10.0]	[2019.0, 2011.0]	['import', 'import']	2	229393	724638	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0389	22.953596	113.556552	LNG terminal	0	mtpa	China	Hongmei LNG Terminal	JOVO LNG Storage and Transportation Co.,ltd.dongguan	36418	1.5	2012	import	[1.5]	[2012.0]	['import']	1	188185	774226	52.0	0.0018365472910927	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0414	31.293674	121.707193	LNG terminal	0	mtpa	China	Wuhaogou LNG Storage Facility	Shanghai Gas (GROUP) Co Ltd	36436	1.5	2008	import	[1.5]	[2008.0]	['import']	1	154825	806828	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0556	-23.058828	-70.366058	LNG terminal	0	mtpa	Chile	Mejillones LNG Terminal	Engie	36260	1.5	2010	import	[1.5]	[2010.0]	['import']	1	372235	38535	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0876	36.757158	137.22246	LNG terminal	0	mtpa	Japan	Toyama Shinko LNG Terminal	Hokuriku Electric	36580	1.8	2018	import	[1.8]	[2018.0]	['import']	1	132971	868889	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0281	-1.254369	122.58559	LNG terminal	0	mtpa	Indonesia	Donggi Senoro LNG Terminal	PT Donggi-Senoro LNG	36335	2.0	2015	export	[2.0]	[2015.0]	['export']	1	285017	810342	72.0	0.35537190082644615	1	3	5	7	0.0	0.0	0.0009182736455463	0.011937557392102699	0.0
T0317	24.25304	120.49586	LNG terminal	0	mtpa	Taiwan	Taichung LNG Terminal	CPC Corporation	36258	2.0	2019	import	[2.0, 3.0]	[2019.0, 2009.0]	['import', 'import']	2	182987	801983	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0395	22.934479	116.371427	LNG terminal	0	mtpa	China	Jieyang LNG Terminal (PipeChina)	Pipechina Yuedong LNG Co Ltd	36422	2.0	2017	import	[2.0]	[2017.0]	['import']	1	188262	785485	0.0	0.0303030303030302	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0505	37.2053496	138.2770886	LNG terminal	0	mtpa	Japan	Naoetsu LNG Terminal	INPEX	36488	2.1	2013	import	[2.1]	[2013.0]	['import']	1	131178	873108	0.0	0.0018365472910927	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0680	13.576094	-89.840455	LNG terminal	0	mtpa	El Salvador	Acajutla FSRU	Energía del Pacífico	36552	2.1	2022	import	[2.1]	[2022.0]	['import']	1	225695	-39362	0.0	0.0	1	2	3	4	0.0				0.0
T0410	38.975833	117.7875	LNG terminal	0	mtpa	China	Tianjin LNG Terminal (PipeChina)	CNOOC Tianjin LNG Limited Co	36433	2.2	2013	import	[2.2, 6.0]	[2013.0, 2023.0]	['import', 'import']	2	124096	791150	66.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0280	-6.2443159	107.5832748	LNG terminal	0	mtpa	Indonesia	Jawa Satu FSRU	Jawa Satu Regas	36235	2.4	2021	import	[2.4]	[2021.0]	['import']	1	304977	750333	0.0	0.0	1	3	4	5	0.0	0.0			0.0
T0475	33.9305	130.778885	LNG terminal	0	mtpa	Japan	Hibiki LNG Terminal	Saibu Gas	36466	2.4	2014	import	[2.4]	[2014.0]	['import']	1	144278	843115	0.0	0.0036730945821854	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0283	-5.45	105.94	LNG terminal	0	mtpa	Indonesia	Lampung FSRU	Leif Höegh & Co	36387	2.5	2014	import	[2.5]	[2014.0]	['import']	1	301800	743760	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0275	5.2234	97.083	LNG terminal	0	mtpa	Indonesia	Arun LNG Import Terminal	Pertamina	36381	3.0	2015	import	[3.0]	[2015.0]	['import']	1	259106	708332	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0284	-5.992909	106.82	LNG terminal	0	mtpa	Indonesia	West Java FSRU	Pertamina	36388	3.0	2012	import	[3.0]	[2012.0]	['import']	1	303971	747280	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0385	21.448966	109.531699	LNG terminal	0	mtpa	China	Guangxi LNG Terminal	National Pipe Network Group Beihai LNG Co Ltd	36322	3.0	2016	import	[3.0]	[2016.0]	['import']	1	194204	758126	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0386	19.722623	109.180655	LNG terminal	0	mtpa	China	Hainan LNG Terminal	CNOOC Hainan Gas Co Ltd	36416	3.0	2014	import	[3.0]	[2014.0]	['import']	1	201109	756722	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0404	35.58624	119.759685	LNG terminal	0	mtpa	China	Shandong LNG Terminal	Sinopec Qingdao LNG Co Ltd	36426	3.0	2014	import	[3.0, 4.0]	[2014.0, 2021.0]	['import', 'import']	2	137655	799038	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0405	30.60437	122.10244	LNG terminal	0	mtpa	China	Shanghai Yangshan LNG Terminal	Shanghai LNG Co Ltd	36428	3.0	2009	import	[3.0, 3.0]	[2009.0, 2020.0]	['import', 'import']	2	157582	808409	0.0	0.0027548209366391	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0411	38.749154	117.714895	LNG terminal	0	mtpa	China	Tianjin LNG Terminal (Sinopec)	China Petroleum & Chemical Corporation Natural Gas Branch	36435	3.0	2018	import	[3.0]	[2018.0]	['import']	1	125003	790859	60.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0412	28.004918	121.083173	LNG terminal	0	mtpa	China	Wenzhou LNG Terminal	Zhejiang Zheneng Wenzhou LNG Co Ltd	36265	3.0	2023	import	[3.0]	[2023.0]	['import']	1	167980	804332	0.0	0.3039485766758493	0	1	2	3					0.0
T0416	34.274036	120.268185	LNG terminal	0	mtpa	China	Yancheng LNG Terminal	CNOOC Gas and Power Group Jiangsu Natural Gas Co Ltd	36437	3.0	2022	import	[3.0]	[2022.0]	['import']	1	142903	801072	3.0	0.0	1	2	3	4	0.0				0.0
T0420	29.893989	122.091771	LNG terminal	0	mtpa	China	Zhejiang Ningbo LNG Terminal	CNOOC Zhejiang Ningbo LNG Co Ltd	36438	3.0	2012	import	[3.0, 3.0]	[2012.0, 2020.0]	['import', 'import']	2	160424	808367	41.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0421	30.100617	122.282508	LNG terminal	0	mtpa	China	Zhoushan LNG Terminal	ENN (Zhoushan) LNG Co Ltd	36440	3.0	2018	import	[3.0, 2.0]	[2018.0, 2021.0]	['import', 'import']	2	159597	809130	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0489	37.20902	138.276978	LNG terminal	0	mtpa	Japan	Joetsu LNG Terminal	JERA	36475	3.2	2012	import	[3.2]	[2012.0]	['import']	1	131163	873107	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0392	32.528814	121.428128	LNG terminal	0	mtpa	China	Jiangsu LNG Terminal	PetroChina Jiangsu LNG Co Ltd	36419	3.5	2011	import	[3.5, 3.5, 2.2]	[2011.0, 2015.0, 2021.0]	['import', 'import', 'import']	3	149884	805712	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0423	21.90599	113.219326	LNG terminal	0	mtpa	China	Zhuhai LNG Terminal	Guangdong Zhuhai GOLDEN Bay LNG Ltd	36442	3.5	2013	import	[3.5]	[2013.0]	['import']	1	192376	772877	41.0	0.0367309458218549	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0615	-8.4556974	114.5110582	LNG terminal	0	mtpa	Indonesia	Karunia Dewata FSRU	JSK Group	36547	3.5	2018	import	[3.5]	[2018.0]	['import']	1	313822	778044	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0339	-15.2539252	123.5381736	LNG terminal	0	mtpa	Australia	Prelude FLNG Terminal	Shell	36348	3.6	2019	export	[3.6]	[2019.0]	['export']	1	341015	814152	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0684	17.894692	-77.101154	LNG terminal	0	mtpa	Jamaica	Old Harbour FSRU	New Fortress Energy	36554	3.6	2019	import	[3.6]	[2019.0]	['import']	1	208421	11595	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0331	-12.5221	130.8663	LNG terminal	0	mtpa	Australia	Darwin LNG Terminal	Santos	36264	3.7	2006	export	[3.7]	[2006.0]	['export']	1	330088	843465	0.0	0.3957759412304866	1	3	5	7	0.0	0.0	0.0009182736455463	0.3957759412304866	0.0
T0270	21.55	91.95	LNG terminal	0	mtpa	Bangladesh	Moheshkhali FLNG Terminal (Petrobangla)	Petrobangla	36223	3.8	2018	import	[3.8]	[2018.0]	['import']	1	193800	687800	78.0	0.0055096418732781	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0272	21.55	91.95	LNG terminal	0	mtpa	Bangladesh	Summit FSRU	Summit Oil and Shipping Co Ltd	36375	3.8	2019	import	[3.8]	[2019.0]	['import']	1	193800	687800	78.0	0.0055096418732781	1	3	5	7	0.0	0.0	0.0	0.0045913682277318	0.0
T0286	-2.44314	133.139	LNG terminal	0	mtpa	Indonesia	Tangguh LNG Terminal	BP	36259	3.8	2020	export	[3.8, 3.8, 3.8]	[2020.0, 2009.0, 2009.0]	['export', 'export', 'export']	3	289772	852556	0.0	0.6207529843893478	1	3	5	6	0.0	0.0	0.0055096418732782		0.0
T0538	-38.7855	-62.2869	LNG terminal	0	mtpa	Argentina	Bahia Blanca GasPort FSRU	ENARSA [unknown %]	36513	3.8	2008	import	[3.8]	[2008.0]	['import']	1	435142	70852	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0573	19.052222	-104.315833	LNG terminal	0	mtpa	Mexico	Manzanillo (Mexico) LNG Terminal	Mitsui Group	36525	3.8	2012	import	[3.8]	[2012.0]	['import']	1	203791	-97264	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0407	22.593039	114.444262	LNG terminal	0	mtpa	China	Shenzhen Diefu CNOOC LNG Terminal	Cnooc Shenzhen Gas Co Ltd	36430	4.0	2018	import	[4.0]	[2018.0]	['import']	1	189627	777777	95.0	0.067952249770431	1	3	5	7	0.0	0.0045913682277318	0.0321395775941229	0.0321395775941229	0.0
T0560	-32.783333	-71.533333	LNG terminal	0	mtpa	Chile	Quintero LNG Terminal	EIG Global Energy Partners	36256	4.0	2009	import	[4.0]	[2009.0]	['import']	1	411133	33866	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0562	10.4	-75.5	LNG terminal	0	bcm/y	Colombia	Cartagena FSRU (Colombia)	Sociedad Portuaria El Cayao (SPEC)	36523	4.13	2016	import	[4.13]	[2016.0]	['import']	1	238400	18000	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0497	34.49945	133.73324	LNG terminal	0	mtpa	Japan	Mizushima LNG Terminal	JXTG Holdings	36482	4.3	2006	import	[4.3]	[2006.0]	['import']	1	142002	854932	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0874	33.89299	130.886081	LNG terminal	0	mtpa	Japan	Choguko Electric LNG Terminal	Chugoku Electric Power	36578	4.3	2006	import	[4.3]	[2006.0]	['import']	1	144428	843544	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0335	-17.961944	122.236111	LNG terminal	0	mtpa	Australia	Ichthys FLNG Terminal	INPEX	36349	4.45	2018	export	[4.45, 4.45]	[2018.0, 2018.0]	['export', 'export']	2	351847	808944	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0576	-13.2451	-76.297	LNG terminal	0	mtpa	Peru	Peru LNG Terminal	Hunt Oil Company	36317	4.45	2010	export	[4.45]	[2010.0]	['export']	1	332980	14812	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0214	30.035471	-93.3383568	LNG terminal	0	mtpa	United States	Cameron LNG Terminal	Cameron LNG LLC	36303	4.5	2019	export	[4.5, 4.5, 4.5]	[2019.0, 2019.0, 2020.0]	['export', 'export', 'export']	3	159858	-53354	100.0	0.057851239669421406	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0240	29.75409666	-93.87405115	LNG terminal	0	mtpa	United States	Sabine Pass LNG Terminal	Sabine Pass Liquefaction	36272	4.5	2021	export	[4.5, 5.0, 5.0, 5.0, 5.0, 5.0, 30.4]	[2021.0, 2016.0, 2016.0, 2017.0, 2017.0, 2018.0, 2008.0]	['export', 'export', 'export', 'export', 'export', 'export', 'import']	7	160983	-55497	54.0	0.0174471992653808	1	3	4	5	0.0	0.0			0.0
T0216	27.91354225	-97.28656287	LNG terminal	0	mtpa	United States	Corpus Christi LNG Terminal	Corpus Christi Liquefaction LLC	36323	5.0	2018	export	[5.0, 5.0, 5.0]	[2018.0, 2019.0, 2021.0]	['export', 'export', 'export']	3	168345	-69147	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0224	28.932003	-95.317355	LNG terminal	0	mtpa	United States	Freeport LNG Terminal	Freeport LNG Liquefaction, LLC	36319	5.0	2019	export	[5.0, 5.0, 5.0]	[2019.0, 2019.0, 2020.0]	['export', 'export', 'export']	3	164271	-61270	0.0	0.1111111111111109	1	3	5	7	0.0	0.0	0.0	0.0082644628099173	0.0
T0429	17.54	73.16	LNG terminal	0	mtpa	India	Dhabol LNG Terminal	Konkan LNG Ltd	36446	5.0	2013	import	[5.0]	[2013.0]	['import']	1	209840	612640	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0431	20.821109	86.9652643	LNG terminal	0	mtpa	India	Dhamra LNG Terminal	Dhamra LNG Terminal Pvt Ltd	36447	5.0	2022	import	[5.0]	[2022.0]	['import']	1	196715	667861	0.0	0.0	1	2	3	4	0.0				0.0
T0439	21.098	72.624	LNG terminal	0	mtpa	India	Hazira LNG Terminal	Shell Energy India Pvt Ltd	36448	5.0	2005	import	[5.0]	[2005.0]	['import']	1	195608	610496	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0662	13.259407	80.337425	LNG terminal	0	mtpa	India	Ennore LNG Terminal	Indian Oil Corporation Limited	36550	5.0	2019	import	[5.0]	[2019.0]	['import']	1	226962	641349	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0859	38.738256	117.714095	LNG terminal	0	mtpa	China	Tianjin LNG Terminal (Beijing Gas Group)	Beijing Gas Group Co Ltd	36576	5.0	2022	import	[5.0]	[2022.0]	['import']	1	125046	790856	82.0	0.0	1	2	3	4	0.0				0.0
T0968	13.753821	121.040525	LNG terminal	0	mtpa	Philippines	Philippines LNG Terminal	Atlantic Gulf and Pacific Company	36224	5.0	2022	import	[5.0]	[2022.0]	['import']	1	224984	804162	0.0	0.0	1	2	3	4	0.0				0.0
T0245	-6.11957	12.33596	LNG terminal	0	mtpa	Angola	Angola LNG Terminal	Angola LNG	36336	5.2	2013	export	[5.2]	[2013.0]	['export']	1	304478	369343	28.0	0.2258953168044075	1	3	5	7	0.0	0.0	0.0	0.0036730945821854	0.0
T0311	34.889	127.7815	LNG terminal	0	mtpa	South Korea	Gwangyang LNG Terminal	POSCO	36400	5.2	2005	import	[5.2]	[2005.0]	['import']	1	140444	831126	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0381	25.2135	118.9983	LNG terminal	0	mtpa	China	Fujian LNG Terminal	CNOOC -FUJIAN LNG Co Ltd	36413	5.2	2009	import	[5.2, 1.3]	[2009.0, 2019.0]	['import', 'import']	2	179146	795993	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0217	38.3913422	-76.4045082	LNG terminal	0	mtpa	United States	Cove Point LNG Export Terminal	Cove Point LNG, LP	36306	5.25	2018	export	[5.25]	[2018.0]	['export']	1	126434	14381	81.0	0.0009182736455463	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0688	-21.847897	-40.991889	LNG terminal	0	mtpa	Brazil	Porto do Açu FSRU	Prumo Logistica	36556	5.6	2021	import	[5.6]	[2021.0]	['import']	1	367391	156032	0.0	0.0	1	3	4	5	0.0	0.0			0.0
T0570	22.3375	-97.869444	LNG terminal	0	mtpa	Mexico	Altamira LNG Terminal	Vopak	36524	5.7	2006	import	[5.7]	[2006.0]	['import']	1	190650	-71478	0.0	0.0009182736455463	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0409	38.9331	118.5329	LNG terminal	0	mtpa	China	Tangshan LNG Terminal	Petrochina Jingtang Lng Co Ltd	36431	6.0	2013	import	[6.0, 4.0]	[2013.0, 2021.0]	['import', 'import']	2	124267	794131	54.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0542	-34.333333	-58.816667	LNG terminal	0	mtpa	Argentina	Escobar FSRU	UTE Escobar	36515	6.1	2011	import	[6.1]	[2011.0]	['import']	1	417333	84733	97.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0511	34.57142	135.414	LNG terminal	0	mtpa	Japan	Sakai LNG Terminal	Kansai Electric Power Company	36491	6.4	2006	import	[6.4]	[2006.0]	['import']	1	141714	861656	0.0	0.0018365472910927	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0811	38.938745	118.541145	LNG terminal	0	mtpa	China	Xintian Tangshan LNG Terminal	Caofeidian Xintian LNG Co Ltd	36572	7.0	2023	import	[7.0]	[2023.0]	['import']	1	124245	794164	64.0	0.0	0	1	2	3					0.0
T0322	12.6791481	101.1178382	LNG terminal	0	mtpa	Thailand	Map Ta Phut LNG Terminal 2	PTT LNG	36236	7.5	2022	import	[7.5]	[2022.0]	['import']	1	229283	724471	0.0	0.030303030303030103	1	2	3	4	0.0				0.0
T0810	31.988557	-116.846466	LNG terminal	0	mtpa	Mexico	Costa Azul LNG Import Terminal	Sempra Energy	36571	7.6	2008	import	[7.6]	[2008.0]	['import']	1	152045	-147386	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0384	22.5796	114.4345	LNG terminal	0	mtpa	China	Guangdong Dapeng LNG Terminal	GUANG DONG DAPENG LNG Co Ltd	36415	7.7	2006	import	[7.7]	[2006.0]	['import']	1	189681	777738	59.0	0.0192837465564736	1	3	5	7	0.0	0.0	0.0146923783287419	0.0156106519742882	0.0
T0463	34.96245	136.8195	LNG terminal	0	mtpa	Japan	Chita Midorihama LNG Terminal	Toho Gas	36459	7.7	2001	import	[7.7]	[2001.0]	['import']	1	140150	867278	0.0	0.0	1	2	3	4	0.0				0.0
T0546	-22.790278	-43.155556	LNG terminal	0	mtpa	Brazil	Guanabara Bay FSRU	Petrobras	36518	8.1	2009	import	[8.1]	[2009.0]	['import']	1	371161	147377	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0501	26.275375	127.811727	LNG terminal	0	mtpa	Japan	Nakagusuku LNG Terminal	Okinawa Electric Power	36486	9.0	2013	import	[9.0]	[2013.0]	['import']	1	174898	831246	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0379	38.9604	121.8841	LNG terminal	0	mtpa	China	Dalian LNG Terminal	National Pipe Network Group Dalian LNG Co Ltd	36411	10.0	2011	import	[10.0]	[2011.0]	['import']	1	124158	807536	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0310	36.415	126.4947	LNG terminal	0	mtpa	South Korea	Boryeong LNG Terminal	GS Group	36225	10.8	2016	import	[10.8]	[2016.0]	['import']	1	134340	825978	0.0	0.5234159779614325	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0314	37.1683	129.3502	LNG terminal	0	mtpa	South Korea	Samcheok LNG Terminal	KOGAS	36230	11.6	2014	import	[11.6]	[2014.0]	['import']	1	131326	837400	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0427	21.6746	72.536	LNG terminal	0	mtpa	India	Dahej LNG Terminal	Petronet LNG	36444	15.0	2004	import	[15.0, 2.5]	[2004.0, 2019.0]	['import', 'import']	2	193301	610144	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
T0315	34.9474	128.4255	LNG terminal	0	mtpa	South Korea	Tongyoung LNG Terminal	KOGAS	36403	26.5	2002	import	[26.5]	[2002.0]	['import']	1	140210	833702	0.0	0.0091827364554637	1	3	4	5	0.0	0.0			0.0
T0834	58.804672	-122.69979	LNG terminal	0	gal/day	Canada	Fort Nelson LNG Terminal	Cyropeak LNG Solutions	36574	27000.0	2021	export	[27000.0]	[2021.0]	['export']	1	44781	-170800	83.0	0.0128558310376491	1	3	4	5	0.0	0.0			3.0
L200151	36.9811	120.7067	bioenergy	1	mw	China	Shandong Laiyang power station	Everbright Environmental Energy (Shandong) Holdings CO LTD	37516	15.0	2018	unknown	[15.0]	[2018.0]	[None]	1	132075	802826	0.0	0.0	1	3	5	7	0.0	0.0	0.0	0.0	0.0
