latitude	longitude	uid_gem	sector	capacity_unit	asset_name	country	start_year_first	capacity_first	start_year	capacity	number_units
38.322181	106.529516	M0193	coal mine/underground	mt per year	Changcheng No. 5 Coal Mine	China	2022.0	1.8	[2022.0]	[1.8]	1
38.3223	101.9674	L803280	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Jinchuan Huaneng solar farm	China	2015.0	30.0	[2015.0]	[30.0]	1
38.3227	106.6966	M1183	coal mine/underground	mt per year	New Shanghai No.1 Coal Mine	China	2017.0	4.0	[2017.0]	[4.0]	1
38.3243	22.5357	L911976	wind power/onshore	mw	Kourmoutsi Kardara wind farm	Greece	2020.0	21.0	[2020.0]	[21.0]	1
38.3252	24.1972	L910615	wind power/onshore	mw	Paralia Zarakes wind farm	Greece	2020.0	16.0	[2020.0]	[16.0]	1
38.326927	106.57706	M1331	coal mine/underground	mt per year	Mahuang Coal Mine	China	2019.0	1.2	[2019.0]	[1.2]	1
38.3285	26.4376	L921540	wind power/onshore	mw	Germiyan wind farm	Türkiye	2016.0	12.0	[2016.0]	[12.0]	1
38.3288062	117.0685273	L100538	coal plant/unknown	mw	Cangzhou Yundong Cogen power station	China	2020.0	350.0	[2020.0, 2020.0]	[350.0, 350.0]	2
38.3313	118.6288	L902833	wind power/offshore hard mount	mw	Shandong Bozhong A Offshore wind farm	China	2022.0	501.0	[2022.0]	[501.0]	1
38.333283	109.489911	M2279	coal mine/underground	mt per year	Yuandatan Coal Mine	China	2021.0	5.0	[2021.0]	[5.0]	1
38.3333	105.8866	L903732	wind power/onshore	mw	Ningxia Yongning Helanshan Touguan wind farm	China	2011.0	40.0	[2011.0]	[40.0]	1
38.3348	22.872	L908982	wind power/onshore	mw	Kalyva - Touba wind farm	Greece	2007.0	12.0	[2007.0]	[12.0]	1
38.3408	22.5577	L911350	wind power/onshore	mw	Pyramida Chelona wind farm	Greece	2020.0	19.0	[2020.0]	[19.0]	1
38.3417	22.9433	L912490	wind power/onshore	mw	Perdikovouni Elikonos wind farm	Greece	2007.0	24.0	[2007.0, 2013.0]	[24.0, 24.0]	2
38.3446	77.034	L811439	solar power/pv	mw (peak value, grid connected, or unknown)	Xinjiang Shache 800 MW Storage and solar power complex	China	2023.0	800.0	[2023.0]	[800.0]	1
38.3465	27.5256	L921531	wind power/onshore	mw	Fuat wind farm	Türkiye	2015.0	14.0	[2015.0, 2017.0]	[20.0, 14.0]	2
38.3468	-121.1198	L804755	solar power/pv	mw (peak value, grid connected, or unknown)	Rancho Seco Solar II	United States	2021.0	160.0	[2021.0]	[160.0]	1
38.3501	90.1544	L904779	wind power/onshore	mw	Qinghai Haixi Mangya (Qinghai Hydropower) wind farm	China	2016.0	50.0	[2016.0]	[50.0]	1
38.3501	112.0416	L827275	solar power/pv	mw (peak value, grid connected, or unknown)	Shanxi Jingle Poverty Alleviation solar farm	China	2017.0	35.0	[2017.0]	[35.0]	1
38.3521	117.271	L901469	wind power/onshore	mw	Hebei Huanghua Huangnan Paigan (Guohua) wind farm	China	2017.0	200.0	[2017.0]	[200.0]	1
38.352572	-81.458882	M1599	coal mine/underground	mt per year	Blue Creek No. 1 Coal Mine	United States	2009.0	0.55	[2009.0]	[0.55]	1
38.3528	-95.557	L907342	wind power/onshore	mw	Waverly wind farm	United States	2015.0	199.0	[2015.0]	[199.0]	1
38.353291	36.9810789	L103674	coal plant/lignite	mw	Afşin-Elbistan power stations	Türkiye	2005.0	360.0	[2005.0, 2006.0, 2006.0, 2006.0]	[360.0, 360.0, 360.0, 360.0]	4
38.3546	106.4143	L200167	bioenergy	mw	Ningxia Yinchuan Zhongke power station	China	2014.0	36.0	[2014.0]	[36.0]	1
38.3595	140.8881	L801379	solar power/pv	mw (peak value, grid connected, or unknown)	Shiroishi solar farm	Japan	2019.0	28.0	[2019.0]	[28.0]	1
38.3604	23.2428	L910631	wind power/onshore	mw	Pyrgari wind farm	Greece	2020.0	16.0	[2020.0]	[16.0]	1
38.3613	22.1758	L911419	wind power/onshore	mw	Treis Vreses Kato Lakkomata wind farm	Greece	2019.0	19.0	[2019.0]	[19.0]	1
38.361641	117.624531	L100536	coal plant/unknown	mw	Cangzhou Bohai power station	China	2015.0	350.0	[2015.0, 2015.0]	[350.0, 350.0]	2
38.3641	-1.2765	L805771	solar power/pv	mw (peak value, grid connected, or unknown)	Hoya De Los Vicentes solar farm	Spain	2007.0	23.0	[2007.0]	[23.0]	1
38.366422	116.8167846	L100537	coal plant/unknown	mw	Cangzhou power station	China	2007.0	330.0	[2007.0, 2007.0]	[330.0, 330.0]	2
38.3674	21.7316	L911469	wind power/onshore	mw	Adirrio wind farm	Greece	2019.0	20.0	[2019.0]	[20.0]	1
38.373756	106.782583	L100948	coal plant/unknown	mw	Inner Mongolia Shenglu power station	China	2020.0	1000.0	[2020.0, 2020.0]	[1000.0, 1000.0]	2
38.3738	116.6324	L809991	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Cangxian (Xingtu) solar farm	China	2021.0	80.0	[2021.0]	[80.0]	1
38.3757	111.296	L918878	wind power/onshore	mw	Shanxi Xingxian Shiloushan wind farm	China	2022.0	50.0	[2022.0]	[50.0]	1
38.3784415	102.0968423	L100319	coal plant/unknown	mw	Gansu Yongchang power station	China	2009.0	330.0	[2009.0, 2009.0]	[330.0, 330.0]	2
38.3797	117.5781	L801589	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Province Cangzhou Bohai SPIC solar farm	China	2013.0	50.0	[2013.0]	[50.0]	1
38.3809	116.5546	L809990	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Cangxian (Jule) solar farm	China	2021.0	110.0	[2021.0]	[110.0]	1
38.3832	114.025	L803190	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Pingshan Gangnan Hongrun solar farm	China	2015.0	30.0	[2015.0]	[30.0]	1
38.3849	113.7538	L802140	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Province Shijiazhuang Xiaojue Shijing solar farm	China	2016.0	30.0	[2016.0]	[30.0]	1
38.3861	22.3313	L912287	wind power/onshore	mw	Tsitome Paliopournara wind farm	Greece	2010.0	23.0	[2010.0]	[23.0]	1
38.386415	114.504833	L201651	bioenergy	mw	Hebei Xingtang power station	China	2019.0	35.0	[2019.0]	[35.0]	1
38.3866	102.8389	L827901	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Liangzhou Cecep solar farm	China	2014.0	100.0	[2014.0]	[100.0]	1
38.3872	28.4099	L700108	geothermal/binary cycle	mw	Mis 3 geothermal plant	Türkiye	2019.0	48.0	[2019.0]	[48.0]	1
38.3913422	-76.4045082	T0217	LNG terminal/export	mtpa	Cove Point LNG Export Terminal	United States	2018.0	5.25	[2018.0]	[5.25]	1
38.391372	114.139998	SCN00057-1	steel	total tonnes per annum	Jingye Iron and Steel Co., Ltd. BF expansion B	China	2022.0	1330.0	[2022.0]	[1330.0]	1
38.391372	114.139998	SCN00057-2	steel	total tonnes per annum	Jingye Iron and Steel Co., Ltd. BF expansion C	China	2022.0	1330.0	[2022.0]	[1330.0]	1
38.391372	114.139998	SCN00057-3	steel	total tonnes per annum	Jingye Iron and Steel Co., Ltd. BOF expansion	China	2022.0	1600.0	[2022.0]	[1600.0]	1
38.3919	22.675	L909907	wind power/onshore	mw	Kapsala (EMV Energy) wind farm	Greece	2017.0	14.0	[2017.0]	[14.0]	1
38.392215	106.542109	M0239	coal mine/underground	mt per year	Hongdunzi No. 1 Coal Mine	China	2022.0	2.4	[2022.0]	[2.4]	1
38.393	-7.9652	L824139	solar power/pv	mw (peak value, grid connected, or unknown)	Évora 3 solar farm	Portugal	2019.0	24.8	[2019.0]	[24.8]	1
38.3934	24.1599	L912157	wind power/onshore	mw	Agriachladia wind farm	Greece	2020.0	22.0	[2020.0]	[22.0]	1
38.3936	90.1597	L827426	solar power/pv	mw (peak value, grid connected, or unknown)	Xinjiang Ruoqiang (Guozong Energy) solar farm	China	2021.0	100.0	[2021.0]	[100.0]	1
38.394821	111.143913	M0384	coal mine/underground	mt per year	Xiaojiawa Coal Mine	China	2022.0	12.0	[2022.0]	[12.0]	1
38.3993	106.5343	L802126	solar power/pv	mw (peak value, grid connected, or unknown)	Ningxia Xingqing Hongdunzi Mining Area Zhongdiantou solar farm	China	2014.0	30.0	[2014.0]	[30.0]	1
38.4001	-6.4667	L911699	wind power/onshore	mw	Soán wind farm	Spain	2001.0	20.0	[2001.0]	[20.0]	1
38.4001	100.0501	L600810	hydropower/run-of-river	mw	Heihe Baoping hydroelectric plant	China	2012.0	123.0	[2012.0]	[123.0]	1
38.4001	106.5477	L802127	solar power/pv	mw (peak value, grid connected, or unknown)	Ningxia Lingwu Hongdunzi Mining Area Baofeng solar farm	China	2016.0	390.0	[2016.0]	[390.0]	1
38.4002	28.4311	L700003	geothermal/flash steam - double	mw	Alaşehir 1 geothermal power plant	Türkiye	2015.0	45.0	[2015.0]	[45.0]	1
38.4005	22.6864	L909749	wind power/onshore	mw	Kedros (Voiotias Kedros) wind farm	Greece	2011.0	14.0	[2011.0]	[14.0]	1
38.400802	109.864628	L101302	coal plant/unknown	mw	Yulin Yangguang power station	China	2003.0	30.0	[2003.0, 2003.0]	[30.0, 30.0]	2
38.403	21.7326	L908083	wind power/onshore	mw	Palarrache Palioplatanos wind farm	Greece	2021.0	10.0	[2021.0]	[10.0]	1
38.4056	140.9169	L801548	solar power/pv	mw (peak value, grid connected, or unknown)	Yamato Tomiya Mega Solar Power Plant	Japan	2018.0	38.0	[2018.0]	[38.0]	1
38.406	102.064	L827933	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Yongchang Heqingtan (Gansu Power Investment) solar farm	China	2023.0	300.0	[2023.0]	[300.0]	1
38.408	23.4563	L911426	wind power/onshore	mw	Kastro Lykovouni wind farm	Greece	2020.0	19.0	[2020.0, 2020.0]	[24.0, 19.0]	2
38.4102	77.2457	L827427	solar power/pv	mw (peak value, grid connected, or unknown)	Xinjiang Shache (Xinshang Energy) solar and storage farm	China	2022.0	100.0	[2022.0]	[100.0]	1
38.411	101.6282	L904733	wind power/onshore	mw	Gansu Yongchang Huangmaopo wind farm	China	2014.0	50.0	[2014.0]	[50.0]	1
38.411	102.053	L827931	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Yongchang (China Nuclear) solar farm	China	2023.0	300.0	[2023.0]	[300.0]	1
38.411	102.053	L827934	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Yongchang Heqingtan (Zhengtai) solar farm	China	2023.0	100.0	[2023.0]	[100.0]	1
38.4145	101.5606	L904730	wind power/onshore	mw	Gansu Yongchang Shuiquanzi wind farm	China	2012.0	50.0	[2012.0]	[50.0]	1
38.415	77.2468	L600582	hydropower/conventional storage	mw	Altash hydroelectric plant	China	2021.0	755.0	[2021.0]	[755.0]	1
38.4159	77.2455	L802613	solar power/pv	mw (peak value, grid connected, or unknown)	Xinjiang Kashgar Shache Taike solar farm	China	2015.0	30.0	[2015.0]	[30.0]	1
38.4161	77.2389	L827431	solar power/pv	mw (peak value, grid connected, or unknown)	Xinjiang Tumushuke (Hengji Sunshine0 solar farm	China	2018.0	20.0	[2018.0]	[20.0]	1
38.417	141.053	L801142	solar power/pv	mw (peak value, grid connected, or unknown)	Matsushima Donguri Solar Power Plant	Japan	2020.0	50.0	[2020.0]	[50.0]	1
38.42038	109.805875	M1400	coal mine/underground	mt per year	Daliangwan Coal Mine	China	2019.0	1.2	[2019.0]	[1.2]	1
38.422179	109.277001	M0200	coal mine/underground	mt per year	Dahaize Coal Mine	China	2022.0	20.0	[2022.0]	[20.0]	1
38.4222	28.3892	L700097	geothermal/binary cycle	mw	Maspo Ala-2 geothermal power plant	Türkiye	2019.0	30.0	[2019.0]	[30.0]	1
38.4249	106.541	L803010	solar power/pv	mw (peak value, grid connected, or unknown)	Ningxia Xingqing District Baofeng solar farm	China	2018.0	250.0	[2018.0]	[250.0]	1
38.4251	23.9387	L908349	wind power/onshore	mw	Servouni Vorina Litharia wind farm	Greece	2019.0	10.0	[2019.0]	[10.0]	1
38.4252	112.7537	L811324	solar power/pv	mw (peak value, grid connected, or unknown)	Shanxi Xinzhou Xinfu District Huyuetong solar power plant	China	2023.0	50.0	[2023.0]	[50.0]	1
38.4253	22.0413	L912537	wind power/onshore	mw	Trikorpho (EDF) wind farm	Greece	2011.0	24.0	[2011.0]	[24.0]	1
38.426	21.6686	L912451	wind power/onshore	mw	Litharoserma wind farm	Greece	2020.0	24.0	[2020.0]	[24.0]	1
38.42868	109.741226	L101300	coal plant/bituminous	mw	Yulin Shanghe power station	China	2004.0	140.0	[2004.0, 2005.0]	[140.0, 140.0]	2
38.4291	23.4243	L908354	wind power/onshore	mw	Abelia Platanakia wind farm	Greece	2021.0	11.0	[2021.0]	[11.0]	1
38.4296	-99.5371	L906663	wind power/onshore	mw	Alexander wind farm	United States	2015.0	48.0	[2015.0]	[48.0]	1
38.4323	22.2732	L912188	wind power/onshore	mw	Aetos Kakoraiika wind farm	Greece	2010.0	23.0	[2010.0]	[23.0]	1
38.435	114.0099	L802705	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Pingshan Sujiazhuang CGN solar farm	China	2016.0	20.0	[2016.0]	[20.0]	1
38.437728	109.941707	M1935	coal mine/underground	mt per year	Haojialiang Coal Mine	China	2009.0	1.2	[2009.0]	[1.2]	1
38.4378	109.5059	M0385	coal mine/underground	mt per year	Xiaojihan Coal Mine	China	2019.0	10.0	[2019.0]	[10.0]	1
38.441	100.8242	L802025	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Province Zhangye Minle Huadian Grid-Connected solar farm	China	2014.0	50.0	[2014.0]	[50.0]	1
38.4428475	106.1236547	L101216	coal plant/unknown	mw	Xixia Ningxia power station	China	2008.0	200.0	[2008.0, 2008.0]	[200.0, 200.0]	2
38.4437	22.7324	L911236	wind power/onshore	mw	Skopies (Aktina Lakonias) wind farm	Greece	2010.0	18.0	[2010.0]	[18.0]	1
38.4439	111.4575	L918837	wind power/onshore	mw	Shanxi Lanxian Dashetou wind farm	China	2020.0	25.0	[2020.0, 2022.0]	[50.0, 25.0]	2
38.444669	106.125774	L101216	coal plant/unknown	mw	Xixia Ningxia power station	China	2018.0	350.0	[2018.0, 2018.0]	[350.0, 350.0]	2
38.4461	21.789	L912959	wind power/onshore	mw	Louzes Angathaki Rigane wind farm	Greece	2008.0	27.0	[2008.0]	[27.0]	1
38.446603	109.957518	M2051	coal mine/underground	mt per year	Mahuangliang Coal Mine	China	2011.0	2.4	[2011.0]	[2.4]	1
38.450227	109.954879	M0346	coal mine/underground	mt per year	Shuangshan Coal Mine	China	2020.0	1.2	[2020.0]	[1.2]	1
38.4524	22.7216	L910134	wind power/onshore	mw	Asprochomata wind farm	Greece	2007.0	15.0	[2007.0]	[15.0]	1
38.4533	-6.226	L805862	solar power/pv	mw (peak value, grid connected, or unknown)	Núñez De Balboa solar farm	Spain	2020.0	500.0	[2020.0]	[500.0]	1
38.4537	27.1765	L921548	wind power/onshore	mw	Gökzirve wind farm	Türkiye	2022.0	25.2	[2022.0]	[25.2]	1
38.4576	22.0726	L908661	wind power/onshore	mw	Trikorpho (Trikorpho Wind) wind farm	Greece	2015.0	14.0	[2015.0]	[14.0]	1
38.4586	102.4424	L801971	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Province Jinchuan Zhongke Grid-Connected solar farm	China	2013.0	50.0	[2013.0]	[50.0]	1
38.4594	21.8279	L911698	wind power/onshore	mw	Skopia (Terna) wind farm	Greece	2011.0	20.0	[2011.0]	[20.0]	1
38.459533	112.751612	L101476	coal plant/waste coal	mw	Xinzhou Guangyu power station	China	2016.0	350.0	[2016.0, 2016.0]	[350.0, 350.0]	2
38.4602	30.3957	L921515	wind power/onshore	mw	Eber wind farm	Türkiye	2018.0	39.0	[2018.0]	[39.0]	1
38.4602	102.428	L801965	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Province Jinchuan New Sunshine Grid-Connected solar farm	China	2014.0	70.0	[2014.0]	[70.0]	1
38.4602	102.428	L801966	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Province Jinchuan Xiehe Grid-Connected solar farm	China	2013.0	50.0	[2013.0]	[50.0]	1
38.46136	112.7485549	L101476	coal plant/unknown	mw	Xinzhou Guangyu power station	China	2007.0	135.0	[2007.0, 2007.0]	[135.0, 135.0]	2
38.462	111.5673	L901662	wind power/onshore	mw	Shanxi Lanxian Yanjiabei wind farm	China	2016.0	48.0	[2016.0]	[48.0]	1
38.462	114.211	L810075	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Lingshou Yanchuan Shenghui solar farm	China	2019.0	30.0	[2019.0]	[30.0]	1
38.4659	102.3421	L827891	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Jinchuan Dongdatan solar farm	China	2023.0	300.0	[2023.0]	[300.0]	1
38.467484	108.945391	M0410	coal mine/underground	mt per year	Yingpanhao Coal Mine	China	2022.0	12.0	[2022.0]	[12.0]	1
38.4681	23.2307	L909092	wind power/onshore	mw	Megalo Vouno Anemomelos wind farm	Greece	2017.0	12.0	[2017.0]	[12.0]	1
38.4709	114.7436	L810171	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Xinle Zhengmo (Desheng) solar farm	China	2020.0	100.0	[2020.0]	[100.0]	1
38.4715	-1.4231	L806182	solar power/pv	mw (peak value, grid connected, or unknown)	Luzentia solar farm	Spain	2007.0	23.0	[2007.0]	[23.0]	1
38.474	21.143	L910558	wind power/onshore	mw	Kale Chitsa wind farm	Greece	2021.0	16.0	[2021.0]	[16.0]	1
38.476	106.4798	L803298	solar power/pv	mw (peak value, grid connected, or unknown)	Ningxia Xingqing Hongdunzi Xuning solar farm	China	2014.0	30.0	[2014.0]	[30.0]	1
38.477	23.3149	L914245	wind power/onshore	mw	Ptoon Pyrgos wind farm	Greece	2016.0	40.0	[2016.0]	[40.0]	1
38.4773	141.3368	L900775	wind power/onshore	mw	Ishinomaki wind farm	Japan	2019.0	20.0	[2019.0]	[20.0]	1
38.4794	-1.3242	L914962	wind power/onshore	mw	La Tella wind farm	Spain	2012.0	50.0	[2012.0]	[50.0]	1
38.4795	102.3357	L802028	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Province Jinchang Huaneng Grid-connected solar farm	China	2012.0	20.0	[2012.0]	[20.0]	1
38.4799	117.5501	L828233	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Cangzhou Nandagang Fisheries solar farm	China	2022.0	70.0	[2022.0]	[70.0]	1
38.480866	106.613547	M0249	coal mine/underground	mt per year	Hongsi Coal Mine	China	2021.0	2.4	[2021.0]	[2.4]	1
38.48134	110.021245	M1324	coal mine/underground	mt per year	Qianshuta Coal Mine	China	2019.0	1.2	[2019.0]	[1.2]	1
38.4816	106.2273	L803300	solar power/pv	mw (peak value, grid connected, or unknown)	Ningxia Jinfeng Zhenqi solar farm	China	2014.0	30.0	[2014.0]	[30.0]	1
38.4892	26.5965	L921642	wind power/onshore	mw	Mordogan (Egenda) wind farm	Türkiye	2016.0	15.0	[2016.0]	[15.0]	1
38.4898	30.3707	L921610	wind power/onshore	mw	Kocatepe wind farm	Türkiye	2019.0	48.0	[2019.0, 2020.0]	[48.0, 52.0]	2
38.490512	111.149015	M1917	coal mine/underground	mt per year	Guanjiaya Coal Mine	China	2012.0	1.2	[2012.0]	[1.2]	1
38.49059	102.167852	L100330	coal plant/anthracite	mw	Jinchuan Works power station	China	2008.0	150.0	[2008.0, 2008.0]	[150.0, 150.0]	2
38.4907	-113.0183	L804491	solar power/pv	mw (peak value, grid connected, or unknown)	Milford Solar 1	United States	2020.0	99.0	[2020.0]	[99.0]	1
38.4909	102.3188	L803280	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Jinchuan Huaneng solar farm	China	2015.0	20.0	[2015.0]	[20.0]	1
38.4917	28.0887	L700152	geothermal/binary cycle	mw	Salihli JES-3 geothermal power plant	Türkiye	2019.0	30.0	[2019.0]	[30.0]	1
38.4919	-1.401	L912125	wind power/onshore	mw	Sierra De Las Cabras (Iberdrola) wind farm	Spain	2012.0	22.0	[2012.0]	[22.0]	1
38.4951	108.1447	L810643	solar power/pv	mw (peak value, grid connected, or unknown)	Inner Mongolia Etuoke Front Banner (Runbo) solar farm	China	2015.0	33.0	[2015.0]	[33.0]	1
38.4954	117.6247	L810049	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Huanghua Nanpaihe solar farm	China	2022.0	140.0	[2022.0]	[140.0]	1
38.4969	43.3774	L831534	solar power/pv	mw (peak value, grid connected, or unknown)	Van Arisu solar farm	Türkiye	2020.0	45.0	[2020.0]	[45.0]	1
38.497	140.953	L801155	solar power/pv	mw (peak value, grid connected, or unknown)	Miyagi Osato Solar Park	Japan	2021.0	30.0	[2021.0]	[30.0]	1
38.4978	-112.9869	L804927	solar power/pv	mw (peak value, grid connected, or unknown)	Enterprise (Milford) solar farm	United States	2016.0	80.0	[2016.0]	[80.0]	1
38.4978	140.9303	L830607	solar power/pv	mw (peak value, grid connected, or unknown)	Sanbongiiga A solar farm	Japan	2019.0	20.0	[2019.0]	[20.0]	1
38.5002	140.964	L801232	solar power/pv	mw (peak value, grid connected, or unknown)	Osata Solar Park	Japan	2019.0	29.0	[2019.0]	[29.0]	1
38.5006	99.9833	L601111	hydropower/run-of-river	mw	Sandaowan hydroelectric plant	China	2012.0	112.0	[2012.0]	[112.0]	1
38.5008	-113.03	L804927	solar power/pv	mw (peak value, grid connected, or unknown)	Enterprise (Milford) solar farm	United States	2016.0	80.0	[2016.0]	[80.0]	1
38.501029	102.269849	L105020	coal plant/bituminous	mw	Jinchang power station	China	2013.0	330.0	[2013.0, 2014.0]	[330.0, 330.0]	2
38.5018	102.3831	L801961	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Province Jinchang Disheng Grid-Connected solar farm	China	2014.0	100.0	[2014.0]	[100.0]	1
38.502	117.535	L803192	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Huanghua Nandagang Zhongke Suneng solar farm	China	2014.0	40.0	[2014.0]	[40.0]	1
38.5032	-96.0885	L907407	wind power/onshore	mw	Reading Wind Facility	United States	2020.0	200.0	[2020.0]	[200.0]	1
38.5035	102.3274	L801970	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Province Jinchuan Dongdatan Jintai Grid-Connected solar farm	China	2013.0	200.0	[2013.0]	[200.0]	1
38.5037	110.1724	L802840	solar power/pv	mw (peak value, grid connected, or unknown)	Shaanxi Yuyang Huiteng solar farm	China	2019.0	50.0	[2019.0]	[50.0]	1
38.5037	110.1724	L802841	solar power/pv	mw (peak value, grid connected, or unknown)	Shaanxi Yuyang Aoteng solar farm	China	2019.0	50.0	[2019.0]	[50.0]	1
38.506	106.5862	L802386	solar power/pv	mw (peak value, grid connected, or unknown)	Ningxia Yinchuan Binggou Shanxi Shentou solar farm	China	2021.0	200.0	[2021.0]	[200.0]	1
38.506707	109.819371	M0268	coal mine/underground	mt per year	Jinjitan Coal Mine	China	2018.0	17.0	[2018.0]	[17.0]	1
38.5089	-0.4711	L824916	solar power/pv	mw (peak value, grid connected, or unknown)	Turroneros solar farm	Spain	2021.0	35.0	[2021.0]	[35.0]	1
38.5099	110.1356	L802594	solar power/pv	mw (peak value, grid connected, or unknown)	Shaanxi Yulin Yuyang District Fengguang solar farm	China	2015.0	30.0	[2015.0]	[30.0]	1
38.511	140.947	L801155	solar power/pv	mw (peak value, grid connected, or unknown)	Miyagi Osato Solar Park	Japan	2021.0	27.0	[2021.0]	[27.0]	1
38.5122064	114.8433969	L100551	coal plant/bituminous	mw	Dingzhou power station	China	2004.0	600.0	[2004.0, 2004.0, 2009.0, 2009.0]	[600.0, 600.0, 660.0, 660.0]	4
38.514	90.1556	L903792	wind power/onshore	mw	Xinjiang Ruoqiang Qiman Wind District (Shenzhen Energy) wind farm	China	2023.0	100.0	[2023.0]	[100.0]	1
38.5143	106.5883	L802385	solar power/pv	mw (peak value, grid connected, or unknown)	Ningxia Yinchuan Binggou Jingneng solar farm	China	2021.0	200.0	[2021.0]	[200.0]	1
38.5143	109.8678	L801951	solar power/pv	mw (peak value, grid connected, or unknown)	Shaanxi Province Yuyang Kuangda solar farm	China	2016.0	50.0	[2016.0]	[50.0]	1
38.5152	110.6058	L904727	wind power/onshore	mw	Shaanxi Shenmu Xindunmao wind farm	China	2015.0	50.0	[2015.0]	[50.0]	1
38.5161	114.986	L826830	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Dingzhou Ecological Breeding solar farm	China	2016.0	20.0	[2016.0]	[20.0]	1
38.517	114.327	L810077	solar power/pv	mw (peak value, grid connected, or unknown)	Hebei Lingshou Zhonghao solar farm	China	2019.0	30.0	[2019.0]	[30.0]	1
38.518986	110.02418	M1399	coal mine/underground	mt per year	Shenshupan Coal Mine	China	2019.0	1.2	[2019.0]	[1.2]	1
38.5192	23.0535	L907927	wind power/onshore	mw	Kalamos wind farm	Greece	2010.0	10.0	[2010.0]	[10.0]	1
38.5201	-1.2411	L911694	wind power/onshore	mw	Sierra Del Buey wind farm	Spain	2003.0	20.0	[2003.0]	[20.0]	1
38.5202	102.1926	L809285	solar power/pv	mw (peak value, grid connected, or unknown)	Gansu Jinchuan Jinwugonglu (Huaneng) solar farm	China	2022.0	50.0	[2022.0]	[50.0]	1
38.5216	26.5727	L921641	wind power/onshore	mw	Mordogan (Ayen) wind farm	Türkiye	2014.0	32.0	[2014.0]	[32.0]	1
38.5228	23.187	L806428	solar power/pv	mw (peak value, grid connected, or unknown)	Mikrovouni solar farm	Greece	2022.0	20.0	[2022.0]	[20.0]	1
38.5242	-113.0339	L804927	solar power/pv	mw (peak value, grid connected, or unknown)	Enterprise (Milford) solar farm	United States	2016.0	80.0	[2016.0]	[80.0]	1
38.5244	24.2214	L908565	wind power/onshore	mw	Pouda wind farm	Greece	2020.0	11.0	[2020.0]	[11.0]	1
38.5255	102.199	L917359	wind power/onshore	mw	Gansu Jinchang Chaoshuishan wind farm	China	2022.0	100.0	[2022.0]	[100.0]	1
38.5278	111.6865	L901658	wind power/onshore	mw	Shanxi Lanxian Hekou wind farm	China	2019.0	50.0	[2019.0]	[50.0]	1
38.530798	109.871886	M0232	coal mine/underground	mt per year	Hanglaiwan Coal Mine	China	2012.0	8.0	[2012.0]	[8.0]	1
38.5313	113.2676	L601290	hydropower/pumped storage	mw	Xilongchi hydroelectric plant	China	2008.0	1200.0	[2008.0]	[1200.0]	1
38.5315	-112.923	L906988	wind power/onshore	mw	Milford Wind Corridor Farm	United States	2009.0	204.0	[2009.0]	[204.0]	1
38.532401	109.879667	L101273	coal plant/unknown	mw	Shaanxi Youser Yulin power station	China	2013.0	330.0	[2013.0, 2013.0, 2013.0, 2013.0, 2013.0]	[330.0, 330.0, 330.0, 330.0, 330.0]	5
38.5325	112.7482	L801631	solar power/pv	mw (peak value, grid connected, or unknown)	Shanxi Province Xinzhou Xinfu District Jinshan Industrial Park Hengneng solar farm	China	2016.0	50.0	[2016.0]	[50.0]	1
38.5339	111.5843	L901715	wind power/onshore	mw	Shanxi Kelan Yanjiacun wind farm	China	2020.0	50.0	[2020.0]	[50.0]	1
38.5344	111.6656	L901658	wind power/onshore	mw	Shanxi Lanxian Hekou wind farm	China	2020.0	50.0	[2020.0]	[50.0]	1
38.5344	117.3208	L901465	wind power/onshore	mw	Hebei Huanghua (Guohua) wind farm	China	2009.0	50.0	[2009.0, 2010.0]	[50.0, 50.0]	2
38.535	-77.097	L805227	solar power/pv	mw (peak value, grid connected, or unknown)	Ripley Road solar farm	United States	2023.0	28.0	[2023.0]	[28.0]	1
