latitude	longitude	uid_gem	sector	capacity_unit	asset_name	country	start_year_first	capacity_first	start_year	capacity	number_units
-52.9361	-70.8288	L905180	wind power/onshore	mw	Vientos Patagonicos wind farm	Chile	2020.0	10.0	[2020.0]	[10.0]	1
-51.5460148	-72.2312558	L100003	coal plant/bituminous	mw	Río Turbio power station	Argentina	2022.0	120.0	[2022.0]	[120.0]	1
-47.2995	-66.9931	L905447	wind power/onshore	mw	Bicentenario wind farm	Argentina	2019.0	25.0	[2019.0, 2019.0]	[101.0, 25.0]	2
-46.6343	-68.3925	L905494	wind power/onshore	mw	Los Hercules wind farm	Argentina	2021.0	97.0	[2021.0]	[97.0]	1
-46.5925	-67.6486	L905533	wind power/onshore	mw	Canadon Leon wind farm	Argentina	2021.0	122.0	[2021.0]	[122.0]	1
-45.8092	-68.0574	L905303	wind power/onshore	mw	Kosten wind farm	Argentina	2021.0	24.0	[2021.0]	[24.0]	1
-45.7619	169.9197	L906177	wind power/onshore	mw	Mahinerangi wind farm	New Zealand	2011.0	36.0	[2011.0]	[36.0]	1
-45.7506	-67.6634	L905332	wind power/onshore	mw	Diadema wind farm	Argentina	2019.0	28.0	[2019.0]	[28.0]	1
-45.6749	-67.7891	L905535	wind power/onshore	mw	Manantiales Behr wind farm	Argentina	2018.0	50.0	[2018.0, 2018.0]	[50.0, 50.0]	2
-44.9804	-67.056	L905493	wind power/onshore	mw	Malaspina wind farm	Argentina	2020.0	50.0	[2020.0]	[50.0]	1
-44.5554	-66.4812	L905431	wind power/onshore	mw	Garayalde wind farm	Argentina	2018.0	24.0	[2018.0]	[24.0]	1
-43.3514	-65.188	L905296	wind power/onshore	mw	Rawson wind farm	Argentina	2012.0	25.0	[2012.0, 2012.0, 2017.0]	[52.0, 31.0, 25.0]	3
-43.1095	-65.2471	L905297	wind power/onshore	mw	Trelew wind farm	Argentina	2013.0	50.0	[2013.0]	[50.0]	1
-43.0212	-65.2102	L905379	wind power/onshore	mw	Loma Blanca wind farm	Argentina	2020.0	51.0	[2020.0]	[51.0]	1
-42.9167	-65.3333	L905379	wind power/onshore	mw	Loma Blanca wind farm	Argentina	2021.0	100.0	[2021.0]	[100.0]	1
-42.7683	-65.0959	L905295	wind power/onshore	mw	Puerto Madryn wind farm	Argentina	2018.0	71.0	[2018.0]	[71.0]	1
-42.7081	-65.2575	L905295	wind power/onshore	mw	Puerto Madryn wind farm	Argentina	2019.0	151.0	[2019.0]	[151.0]	1
-42.6246	-65.2781	L904991	wind power/onshore	mw	Aluar El Llano wind farm	Argentina	2019.0	50.0	[2019.0, 2019.0, 2020.0]	[50.0, 61.0, 53.0]	3
-42.5858	-65.1584	L905292	wind power/onshore	mw	Chubut Norte wind farm	Argentina	2019.0	26.0	[2019.0, 2021.0, 2021.0, 2021.0]	[29.0, 26.0, 58.0, 83.0]	4
-42.2748	-73.9215	L904983	wind power/onshore	mw	San Pedro De Dalcahue wind farm	Chile	2015.0	36.0	[2015.0]	[36.0]	1
-42.1614	146.6882	L906149	wind power/onshore	mw	Cattle Hill wind farm	Australia	2020.0	144.0	[2020.0]	[144.0]	1
-41.7816	145.0422	L906143	wind power/onshore	mw	Granville Harbour wind farm	Australia	2020.0	112.0	[2020.0]	[112.0]	1
-41.6125381	148.1254475	M1532	coal mine/surface	mt per year	Cullenswood Coal Mine	Australia	2002.0	0.05	[2002.0]	[0.05]	1
-41.2584	174.6688	L906088	wind power/onshore	mw	West Wind wind farm	New Zealand	2009.0	143.0	[2009.0]	[143.0]	1
-41.2345	-73.1589	L904952	wind power/onshore	mw	Aurora wind farm (Chile)	Chile	2020.0	129.0	[2020.0]	[129.0]	1
-41.1999	174.7528	L906084	wind power/onshore	mw	Mill Creek wind farm	New Zealand	2014.0	60.0	[2014.0]	[60.0]	1
-41.0585	-72.9999	L905396	wind power/onshore	mw	Puelche Sur wind farm	Chile	2022.0	158.0	[2022.0]	[158.0]	1
-40.7792	148.0072	L906216	wind power/onshore	mw	Musselroe wind farm	Australia	2013.0	168.0	[2013.0]	[168.0]	1
-40.7391	144.6906	L906215	wind power/onshore	mw	Bluff Point wind farm	Australia	2002.0	10.0	[2002.0]	[10.0]	1
-40.7294	144.6894	L906215	wind power/onshore	mw	Bluff Point wind farm	Australia	2004.0	54.0	[2004.0]	[54.0]	1
-40.7294	144.6894	L906217	wind power/onshore	mw	Studland Bay wind farm	Australia	2007.0	75.0	[2007.0]	[75.0]	1
-40.4722	175.6433	L906095	wind power/onshore	mw	Turitea wind farm	New Zealand	2023.0	103.0	[2023.0]	[103.0]	1
-40.4386	175.6864	L906095	wind power/onshore	mw	Turitea wind farm	New Zealand	2021.0	119.0	[2021.0]	[119.0]	1
-40.3923	175.7317	L906123	wind power/onshore	mw	Te Rere Hau wind farm	New Zealand	2009.0	14.0	[2009.0, 2009.0, 2011.0]	[14.0, 16.0, 16.0]	3
-40.3471	175.7818	L906183	wind power/onshore	mw	Tararua wind farm	New Zealand	2004.0	36.0	[2004.0, 2007.0]	[36.0, 93.0]	2
-40.2996	175.8215	L906085	wind power/onshore	mw	Te Āpiti wind farm	New Zealand	2004.0	91.0	[2004.0]	[91.0]	1
-40.0394	-62.6593	L905299	wind power/onshore	mw	Villalonga wind farm	Argentina	2018.0	52.0	[2018.0]	[52.0]	1
-39.79012324	174.544272	L906180	wind power/onshore	mw	Waipipi wind farm	New Zealand	2021.0	133.0	[2021.0]	[133.0]	1
-39.7557	-69.7624	L904955	wind power/onshore	mw	Vientos Neuquinos wind farm	Argentina	2020.0	100.0	[2020.0]	[100.0]	1
-39.5655	-72.9	L201295	bioenergy	mw	Valdivia power station	Chile	2004.0	140.0	[2004.0]	[140.0]	1
-39.5611	-65.715	L905294	wind power/onshore	mw	Pomona wind farm	Argentina	2019.0	12.0	[2019.0, 2019.0]	[101.0, 12.0]	2
-39.2145	-62.5679	L905261	wind power/onshore	mw	Vientos Del Secano wind farm	Argentina	2020.0	50.0	[2020.0]	[50.0]	1
-38.8018	-62.0833	L905430	wind power/onshore	mw	Pampa Energia wind farm	Argentina	2023.0	81.0	[2023.0]	[81.0]	1
-38.7855	-62.2869	T0538	LNG terminal/import	mtpa	Bahia Blanca GasPort FSRU	Argentina	2008.0	3.8	[2008.0]	[3.8]	1
-38.7636	145.9143	L906071	wind power/onshore	mw	Bald Hills wind farm	Australia	2015.0	107.0	[2015.0]	[107.0]	1
-38.758	-61.7815	L905429	wind power/onshore	mw	De La Bahia wind farm	Argentina	2019.0	50.0	[2019.0]	[50.0]	1
-38.7526	-61.7855	L905430	wind power/onshore	mw	Pampa Energia wind farm	Argentina	2019.0	53.0	[2019.0]	[53.0]	1
-38.6943	-62.0037	L905430	wind power/onshore	mw	Pampa Energia wind farm	Argentina	2019.0	53.0	[2019.0]	[53.0]	1
-38.6697	-62.0382	L905428	wind power/onshore	mw	Corti wind farm	Argentina	2018.0	100.0	[2018.0]	[100.0]	1
-38.6536	146.3394	L906154	wind power/onshore	mw	Toora wind farm	Australia	2002.0	21.0	[2002.0]	[21.0]	1
-38.617	-62.7604	L905062	wind power/onshore	mw	La Castellana wind farm	Argentina	2018.0	99.0	[2018.0]	[99.0]	1
-38.6164	176.038	L700171	geothermal/flash steam - double	mw	Te Mihi geothermal power plant	New Zealand	2014.0	83.0	[2014.0, 2014.0]	[83.0, 83.0]	2
-38.6143	176.1825	L700121	geothermal/flash steam - triple	mw	Nga Awa Purua geothermal power plant	New Zealand	2010.0	140.0	[2010.0]	[140.0]	1
-38.6129	-58.8242	L905298	wind power/onshore	mw	Vientos De Necochea wind farm	Argentina	2020.0	38.0	[2020.0]	[38.0]	1
-38.6109	143.1794	L906001	wind power/onshore	mw	Ferguson wind farm	Australia	2021.0	12.0	[2021.0]	[12.0]	1
-38.6074	145.548	L906023	wind power/onshore	mw	Wonthaggi wind farm	Australia	2005.0	12.0	[2005.0]	[12.0]	1
-38.5759	-61.9221	L905063	wind power/onshore	mw	La Genoveva wind farm	Argentina	2019.0	42.0	[2020.0, 2019.0]	[87.0, 42.0]	2
-38.5731	176.1953	L700122	geothermal/binary cycle	mw	Ngatamariki geothermal power plant	New Zealand	2013.0	100.0	[2013.0]	[100.0]	1
-38.4143	141.541	L906135	wind power/onshore	mw	Portland (PWEP) Wind Energy Project	Australia	2015.0	47.0	[2015.0]	[47.0]	1
-38.4142	141.5427	L906135	wind power/onshore	mw	Portland (PWEP) Wind Energy Project	Australia	2001.0	18.0	[2008.0, 2009.0, 2001.0]	[58.0, 44.0, 18.0]	3
-38.4061	-62.259	L905259	wind power/onshore	mw	Garcia Del Rio wind farm	Argentina	2019.0	10.0	[2019.0]	[10.0]	1
-38.3601	-62.2257	L905538	wind power/onshore	mw	Tres Picos wind farm	Argentina	2020.0	100.0	[2020.0]	[100.0]	1
-38.3598	-62.2257	L904954	wind power/onshore	mw	Vientos Bonaerenses wind farm	Argentina	2020.0	100.0	[2020.0]	[100.0]	1
-38.3466	-62.3099	L905448	wind power/onshore	mw	San Jorge Y El Mataco wind farm	Argentina	2020.0	103.0	[2020.0]	[103.0]	1
-38.318	142.0277	L906135	wind power/onshore	mw	Portland (PWEP) Wind Energy Project	Australia	2007.0	30.0	[2007.0]	[30.0]	1
-38.3053	142.0184	L917291	wind power/onshore	mw	Yambuk wind farm	Australia	2010.0	30.0	[2010.0]	[30.0]	1
-38.3048	-62.2432	L905448	wind power/onshore	mw	San Jorge Y El Mataco wind farm	Argentina	2020.0	101.0	[2020.0]	[101.0]	1
-38.2829	141.955	L917260	wind power/onshore	mw	Codrington wind farm	Australia	2001.0	18.0	[2001.0]	[18.0]	1
-38.2561	143.7424	L905981	wind power/onshore	mw	Mount Gellibrand wind farm	Australia	2018.0	132.0	[2018.0]	[132.0]	1
-38.2099	-58.029	L905301	wind power/onshore	mw	Miramar wind farm	Argentina	2020.0	100.0	[2020.0]	[100.0]	1
-38.1274	142.8574	L905980	wind power/onshore	mw	Mortlake South wind farm	Australia	2021.0	158.0	[2021.0]	[158.0]	1
-38.0932	-72.1469	L905213	wind power/onshore	mw	Renaico wind farm	Chile	2023.0	144.0	[2023.0, 2023.0]	[144.0, 144.0]	2
-38.0631	176.7272	L700077	geothermal/flash steam - double	mw	Kawerau geothermal power plant	New Zealand	2008.0	100.0	[2008.0]	[100.0]	1
-38.043	142.1784	L906055	wind power/onshore	mw	Macarthur wind farm	Australia	2013.0	420.0	[2013.0]	[420.0]	1
-38.0325	-72.2395	L905531	wind power/onshore	mw	Malleco wind farm	Chile	2021.0	135.0	[2021.0, 2021.0]	[135.0, 138.0]	2
-37.9969	-71.5199	L600572	hydropower/conventional storage	mw	Ralco hydroelectric plant	Chile	2004.0	690.0	[2004.0]	[690.0]	1
-37.9491	143.5302	L906098	wind power/onshore	mw	Berrybank wind farm	Australia	2021.0	107.0	[2021.0, 2022.0]	[181.0, 107.0]	2
-37.9173	142.7821	L906178	wind power/onshore	mw	Salt Creek wind farm	Australia	2018.0	54.0	[2018.0]	[54.0]	1
-37.8726	174.9681	L906086	wind power/onshore	mw	Te Uku wind farm	New Zealand	2011.0	64.0	[2011.0]	[64.0]	1
-37.8412	142.8759	L906186	wind power/onshore	mw	Dundonnell wind farm	Australia	2021.0	336.0	[2021.0]	[336.0]	1
-37.8367	143.8619	L906080	wind power/onshore	mw	Mount Mercer wind farm	Australia	2014.0	131.0	[2014.0]	[131.0]	1
-37.8162	142.4766	L906009	wind power/onshore	mw	Mortons Lane wind farm	Australia	2013.0	20.0	[2013.0]	[20.0]	1
-37.8097	140.4174	L906223	wind power/onshore	mw	Canunda wind farm	Australia	2005.0	12.0	[2005.0, 2005.0]	[34.0, 12.0]	2
-37.7831	140.406	L906224	wind power/onshore	mw	Lake Bonney wind farm	Australia	2005.0	39.0	[2005.0, 2008.0, 2010.0]	[80.0, 159.0, 39.0]	3
-37.7431	144.1712	L906052	wind power/onshore	mw	Moorabool South wind farm	Australia	2022.0	171.0	[2022.0]	[171.0]	1
-37.7165	144.242	L906139	wind power/onshore	mw	Yaloak South wind farm	Australia	2018.0	29.0	[2018.0]	[29.0]	1
-37.7137	-72.1969	L904968	wind power/onshore	mw	Los Olmos wind farm	Chile	2022.0	100.0	[2022.0]	[100.0]	1
-37.7103	-71.8169	L600547	hydropower/conventional storage	mw	Angostura hydroelectric plant (Chile)	Chile	2014.0	328.0	[2014.0]	[328.0]	1
-37.6914	142.582	L906010	wind power/onshore	mw	Oaklands Hill wind farm	Australia	2012.0	67.0	[2012.0]	[67.0]	1
-37.6846	-72.627	L904943	wind power/onshore	mw	Tolpan Sur wind farm	Chile	2021.0	84.0	[2021.0]	[84.0]	1
-37.6793	-73.644	L905558	wind power/onshore	mw	Lebu-Toro wind farm	Chile	2014.0	10.0	[2014.0]	[10.0]	1
-37.6727	-72.5283	L904942	wind power/onshore	mw	San Gabriel wind farm	Chile	2019.0	183.0	[2019.0]	[183.0]	1
-37.6592	-72.6069	L905479	wind power/onshore	mw	La Flor wind farm	Chile	2020.0	32.0	[2020.0]	[32.0]	1
-37.6582	144.1683	L906051	wind power/onshore	mw	Moorabool North wind farm	Australia	2020.0	150.0	[2020.0]	[150.0]	1
-37.650314	176.185813	T1256	coal terminal/coal	mt	Port of Tauranga Coal Terminal	New Zealand	2004.0	1.0	[2004.0]	[1.0]	1
-37.6352	144.0237	L906120	wind power/onshore	mw	Lal Lal wind farm	Australia	2020.0	84.0	[2020.0, 2020.0]	[84.0, 216.0]	2
-37.631	144.0225	L917292	wind power/onshore	mw	Yendon wind farm	Australia	2019.0	144.0	[2019.0]	[144.0]	1
-37.6077	-72.5411	L905256	wind power/onshore	mw	La Esperanza wind farm (Chile)	Chile	2016.0	10.0	[2016.0]	[10.0]	1
-37.5975	-72.5558	L905532	wind power/onshore	mw	Negrete wind farm (Chile)	Chile	2021.0	39.0	[2021.0]	[39.0]	1
-37.5896	-72.4205	L904997	wind power/onshore	mw	El Nogal wind farm (Chile)	Chile	2019.0	24.0	[2019.0]	[24.0]	1
-37.5542	143.3033	L906053	wind power/onshore	mw	Stockyard Hill wind farm	Australia	2021.0	530.0	[2021.0]	[530.0]	1
-37.5404	-73.5923	L905554	wind power/onshore	mw	El Arrebol wind farm	Chile	2015.0	10.0	[2015.0]	[10.0]	1
-37.526	-72.4975	L905212	wind power/onshore	mw	Los Buenos Aires wind farm	Chile	2016.0	24.0	[2016.0]	[24.0]	1
-37.513	-72.6544	L200475	bioenergy	mw	CMPC Santa Fe power station	Chile	2012.0	92.0	[2012.0]	[92.0]	1
-37.5129	-72.4766	L905393	wind power/onshore	mw	Cuel wind farm	Chile	2014.0	33.0	[2014.0]	[33.0]	1
-37.4901	-64.745	L905320	wind power/onshore	mw	La Banderita wind farm	Argentina	2019.0	40.0	[2019.0]	[40.0]	1
-37.3955	143.1027	L906136	wind power/onshore	mw	Challicum Hills wind farm	Australia	2003.0	52.0	[2003.0]	[52.0]	1
-37.3614	143.6026	L905974	wind power/onshore	mw	Waubra wind farm	Australia	2009.0	192.0	[2009.0]	[192.0]	1
-37.311	-72.337	L905408	wind power/onshore	mw	Alena wind farm	Chile	2021.0	86.0	[2021.0]	[86.0]	1
-37.2889	-72.7122	L201293	bioenergy	mw	CMPC Laja power station	Chile	2013.0	45.0	[2013.0, 2013.0]	[45.0, 63.0]	2
-37.2704	-72.5553	L904996	wind power/onshore	mw	El Maiten wind farm	Chile	2019.0	18.0	[2019.0]	[18.0]	1
-37.2411	143.0429	L906129	wind power/onshore	mw	Ararat wind farm	Australia	2017.0	240.0	[2017.0]	[240.0]	1
-37.2074	-73.2275	L201290	bioenergy	mw	Arauco power station	Chile	2012.0	63.0	[2012.0]	[63.0]	1
-37.164	-72.0699	L201292	bioenergy	mw	Cholguán-Trupán power station	Chile	2003.0	30.0	[2003.0]	[30.0]	1
-37.143	-59.7715	L905534	wind power/onshore	mw	Los Teros wind farm	Argentina	2020.0	123.0	[2020.0]	[123.0]	1
-37.1018	145.2656	L906044	wind power/onshore	mw	Cherry Tree wind farm	Australia	2020.0	58.0	[2020.0]	[58.0]	1
-37.0998	-59.8368	L905534	wind power/onshore	mw	Los Teros wind farm	Argentina	2021.0	52.0	[2021.0]	[52.0]	1
-37.0998	142.9654	L906108	wind power/onshore	mw	Bulgana Green Power Hub wind farm	Australia	2020.0	194.0	[2020.0]	[194.0]	1
-37.0773	143.1443	L906137	wind power/onshore	mw	Crowlands wind farm	Australia	2020.0	80.0	[2020.0]	[80.0]	1
-37.0421	-73.1308	L100197	coal plant/bituminous	mw	Santa María power station	Chile	2012.0	350.0	[2012.0]	[350.0]	1
-36.8064	147.2252	L600054	hydropower/run-of-river	mw	Bogong hydroelectric plant	Australia	2009.0	140.0	[2009.0]	[140.0]	1
-36.6604	-72.4702	L201294	bioenergy	mw	Nueva Aldea power station	Chile	2005.0	30.0	[2005.0, 2008.0]	[30.0, 136.0]	2
-36.5567	149.1731	L906014	wind power/onshore	mw	Boco Rock wind farm	Australia	2014.0	14.0	[2014.0, 2014.0]	[99.0, 14.0]	2
-36.4997	146.1146	L805577	solar power/pv	mw (peak value, grid connected, or unknown)	Winton solar farm	Australia	2021.0	85.0	[2021.0]	[85.0]	1
-36.4881	146.1469	L805682	solar power/pv	mw (peak value, grid connected, or unknown)	Glenrowan West solar farm	Australia	2020.0	149.0	[2020.0]	[149.0]	1
-36.4472	142.2898	L906166	wind power/onshore	mw	Murra Warra wind farm	Australia	2020.0	226.0	[2020.0]	[226.0]	1
-36.4326	142.3173	L906165	wind power/onshore	mw	Murra Warra 2 wind farm	Australia	2022.0	209.0	[2022.0]	[209.0]	1
-36.4288	143.3604	L906041	wind power/onshore	mw	Coonooer Bridge wind farm	Australia	2016.0	20.0	[2016.0]	[20.0]	1
-36.3963	141.7501	L906045	wind power/onshore	mw	Kiata wind farm	Australia	2017.0	31.0	[2017.0]	[31.0]	1
-36.1593	145.4739	L805452	solar power/pv	mw (peak value, grid connected, or unknown)	Numurkah Solar	Australia	2019.0	100.0	[2019.0]	[100.0]	1
-35.9863	146.3615	L805467	solar power/pv	mw (peak value, grid connected, or unknown)	Corowa solar farm	Australia	2021.0	30.0	[2021.0]	[30.0]	1
-35.8832	144.2366	L805541	solar power/pv	mw (peak value, grid connected, or unknown)	Cohuna solar farm	Australia	2022.0	34.0	[2022.0]	[34.0]	1
-35.7321	143.7843	L805678	solar power/pv	mw (peak value, grid connected, or unknown)	Gannawarra solar farm	Australia	2018.0	50.0	[2018.0]	[50.0]	1
-35.6442	145.5086	L805479	solar power/pv	mw (peak value, grid connected, or unknown)	Finley solar farm	Australia	2019.0	174.9	[2019.0]	[174.9]	1
-35.5703	138.1575	L906155	wind power/onshore	mw	Starfish Hill wind farm	Australia	2003.0	33.0	[2003.0]	[33.0]	1
-35.4897	149.143	L805535	solar power/pv	mw (peak value, grid connected, or unknown)	Royalla solar farm	Australia	2016.0	20.0	[2016.0]	[20.0]	1
-35.4176	173.8522	L700123	geothermal/unknown type	mw	Ngāwhā geothermal power station	New Zealand	2021.0	32.0	[2021.0]	[32.0]	1
-35.3738	-72.4148	L200622	bioenergy	mw	Viñales power station	Chile	2013.0	41.0	[2013.0]	[41.0]	1
-35.2708	139.4924	L805490	solar power/pv	mw (peak value, grid connected, or unknown)	Tailem Bend solar farm	Australia	2019.0	95.0	[2019.0]	[95.0]	1
-35.1608	149.5246	L906063	wind power/onshore	mw	Capital wind farm	Australia	2010.0	141.0	[2010.0]	[141.0]	1
-35.1373	137.6977	L906070	wind power/onshore	mw	Wattle Point wind farm	Australia	2005.0	91.0	[2005.0]	[91.0]	1
-35.0788	149.5655	L906065	wind power/onshore	mw	Woodlawn wind farm	Australia	2011.0	48.0	[2011.0]	[48.0]	1
-35.0658	117.7975	L917263	wind power/onshore	mw	Grasmere wind farm	Australia	2001.0	13.8	[2001.0]	[13.8]	1
-35.0584	117.785	L906006	wind power/onshore	mw	Albany wind farm	Australia	2001.0	22.0	[2001.0]	[22.0]	1
-35.0492	147.4441	L805480	solar power/pv	mw (peak value, grid connected, or unknown)	Bomen solar farm	Australia	2020.0	50.0	[2020.0]	[50.0]	1
-35.0487	117.7546	L906006	wind power/onshore	mw	Albany wind farm	Australia	2011.0	14.0	[2011.0]	[14.0]	1
-35.0486	147.4439	L805480	solar power/pv	mw (peak value, grid connected, or unknown)	Bomen solar farm	Australia	2020.0	50.0	[2020.0]	[50.0]	1
-35.0461	147.4714	L805620	solar power/pv	mw (peak value, grid connected, or unknown)	Wagga North solar farm	Australia	2021.0	30.0	[2021.0]	[30.0]	1
-35.0205	142.3002	L805486	solar power/pv	mw (peak value, grid connected, or unknown)	Kiamal Solar	Australia	2020.0	200.0	[2020.0]	[200.0]	1
-34.8719	149.3967	L906151	wind power/onshore	mw	Collector wind farm	Australia	2021.0	227.0	[2021.0]	[227.0]	1
-34.8484	135.5772	L906220	wind power/onshore	mw	Cathedral Rocks wind farm	Australia	2007.0	66.0	[2007.0]	[66.0]	1
-34.8335	-70.5537	L600558	hydropower/run-of-river	mw	La Confluencia hydroelectric plant	Chile	2010.0	163.0	[2010.0]	[163.0]	1
-34.8215	143.5092	L805451	solar power/pv	mw (peak value, grid connected, or unknown)	Sunraysia solar farm	Australia	2022.0	200.0	[2022.0]	[200.0]	1
-34.8112	147.5721	L805468	solar power/pv	mw (peak value, grid connected, or unknown)	Junee solar farm	Australia	2021.0	30.0	[2021.0]	[30.0]	1
-34.8067	149.4009	L906022	wind power/onshore	mw	Cullerin Range wind farm	Australia	2009.0	12.0	[2009.0, 2009.0]	[14.0, 12.0]	2
-34.8026	142.5433	L805492	solar power/pv	mw (peak value, grid connected, or unknown)	Wemen solar farm	Australia	2018.0	112.0	[2018.0]	[112.0]	1
-34.7755	143.508	L805442	solar power/pv	mw (peak value, grid connected, or unknown)	Limondale solar farm	Australia	2020.0	349.0	[2020.0]	[349.0]	1
-34.7515	-70.7143	L600559	hydropower/run-of-river	mw	La Higuera hydroelectric plant	Chile	2010.0	155.0	[2010.0]	[155.0]	1
-34.7404	-56.5757	L905486	wind power/onshore	mw	Kentilux wind farm	Uruguay	2011.0	17.2	[2011.0]	[17.2]	1
-34.7399	145.9558	L805447	solar power/pv	mw (peak value, grid connected, or unknown)	Coleambally solar farm	Australia	2018.0	150.0	[2018.0]	[150.0]	1
-34.6878	149.3829	L905973	wind power/onshore	mw	Gunning wind farm	Australia	2011.0	46.0	[2011.0]	[46.0]	1
-34.6728	142.7498	L805569	solar power/pv	mw (peak value, grid connected, or unknown)	Bannerton solar farm	Australia	2019.0	110.0	[2019.0]	[110.0]	1
-34.653	-56.7881	L905312	wind power/onshore	mw	Kiyú wind farm	Uruguay	2017.0	49.2	[2017.0]	[49.2]	1
-34.6528	-54.9701	L905501	wind power/onshore	mw	Los Caracoles wind farm	Uruguay	2010.0	10.0	[2010.0]	[10.0]	1
-34.6501	-54.967	L905501	wind power/onshore	mw	Los Caracoles wind farm	Uruguay	2008.0	10.0	[2008.0]	[10.0]	1
-34.647	146.0368	L805448	solar power/pv	mw (peak value, grid connected, or unknown)	Darlington Point Solar	Australia	2020.0	275.0	[2020.0]	[275.0]	1
-34.6329	149.456	L906003	wind power/onshore	mw	Gullen Range wind farm	Australia	2014.0	27.0	[2014.0]	[27.0]	1
-34.6145	-55.4873	L905510	wind power/onshore	mw	Solis De Mataojo wind farm	Uruguay	2016.0	10.0	[2016.0]	[10.0]	1
-34.6029	147.5549	L805575	solar power/pv	mw (peak value, grid connected, or unknown)	Sebastopol Solar	Australia	2022.0	90.0	[2022.0]	[90.0]	1
-34.5877	149.3698	L906004	wind power/onshore	mw	Biala wind farm	Australia	2021.0	111.0	[2021.0]	[111.0]	1
-34.5517	148.7322	L906016	wind power/onshore	mw	Bango wind farm	Australia	2022.0	244.0	[2022.0]	[244.0]	1
-34.5442	149.4331	L906003	wind power/onshore	mw	Gullen Range wind farm	Australia	2014.0	138.0	[2014.0]	[138.0]	1
-34.5408	149.5965	L906097	wind power/onshore	mw	Crookwell wind farm	Australia	2018.0	91.0	[2018.0]	[91.0]	1
-34.4613	-55.3167	L904981	wind power/onshore	mw	Minas wind farm	Uruguay	2014.0	42.0	[2014.0]	[42.0]	1
-34.4289	149.8624	L906134	wind power/onshore	mw	Taralga wind farm	Australia	2015.0	24.0	[2015.0, 2015.0, 2015.0]	[24.0, 42.0, 40.0]	3
-34.419776	150.826135	M0034	coal mine/underground	mt per year	Dendrobium Coal Mine	Australia	2002.0	2.7	[2002.0]	[2.7]	1
-34.4091	-54.8797	L904982	wind power/onshore	mw	Maldonado wind farm	Uruguay	2014.0	50.0	[2014.0]	[50.0]	1
-34.409	-54.8797	L904982	wind power/onshore	mw	Maldonado wind farm	Uruguay	2016.0	50.0	[2016.0]	[50.0]	1
-34.3965	142.1731	L805440	solar power/pv	mw (peak value, grid connected, or unknown)	Yatpool solar farm	Australia	2021.0	106.0	[2021.0]	[106.0]	1
-34.3808	-56.5387	L905509	wind power/onshore	mw	Villa Rodriguez wind farm	Uruguay	2016.0	10.0	[2016.0]	[10.0]	1
-34.3792	-56.542	L905507	wind power/onshore	mw	María Luz wind farm	Uruguay	2016.0	10.0	[2016.0]	[10.0]	1
-34.3602	-54.6948	L904936	wind power/onshore	mw	Carapé wind farm	Uruguay	2015.0	40.0	[2015.0, 2015.0]	[51.0, 40.0]	2
-34.3482	-57.5812	L905502	wind power/onshore	mw	Artilleros wind farm	Uruguay	2014.0	65.1	[2014.0]	[65.1]	1
-34.333333	-58.816667	T0542	LNG terminal/import	mtpa	Escobar FSRU	Argentina	2011.0	6.1	[2011.0]	[6.1]	1
-34.3174	146.1207	L805454	solar power/pv	mw (peak value, grid connected, or unknown)	Griffith Solar	Australia	2018.0	29.0	[2018.0]	[29.0]	1
-34.2855	-54.0536	L905410	wind power/onshore	mw	Nuevo Manantial wind farm	Uruguay	2008.0	14.0	[2008.0]	[14.0]	1
-34.2756	-70.4523	L600550	hydropower/run-of-river	mw	Chacayes hydroelectric plant	Chile	2011.0	112.0	[2011.0]	[112.0]	1
-34.2423	20.2307	L900162	wind power/onshore	mw	Excelsior wind farm	South Africa	2020.0	32.0	[2020.0]	[32.0]	1
-34.2279	142.2803	L805439	solar power/pv	mw (peak value, grid connected, or unknown)	Karadoc solar farm	Australia	2018.0	112.5	[2018.0]	[112.5]	1
-34.2275	19.383	L900007	wind power/onshore	mw	Dassieklip wind farm	South Africa	2014.0	27.0	[2014.0]	[27.0]	1
-34.2248	-58.0497	L200546	bioenergy	mw	Montes del Plata power station	Uruguay	2014.0	90.0	[2014.0, 2014.0]	[90.0, 90.0]	2
-34.1529	-71.6062	L905423	wind power/onshore	mw	La Estrella wind farm	Chile	2021.0	50.0	[2021.0]	[50.0]	1
-34.144	24.7004	L900048	wind power/onshore	mw	Kouga wind farm	South Africa	2015.0	80.0	[2015.0]	[80.0]	1
-34.1286	24.4818	L900024	wind power/onshore	mw	Gibson Bay wind farm	South Africa	2017.0	111.0	[2017.0]	[111.0]	1
-34.1115	24.6347	L900019	wind power/onshore	mw	Oyster Bay wind farm	South Africa	2021.0	148.0	[2021.0]	[148.0]	1
-34.0957	-56.1036	L904980	wind power/onshore	mw	Florida wind farm	Uruguay	2014.0	49.5	[2014.0, 2016.0]	[50.0, 49.5]	2
-34.0735	24.5067	L900058	wind power/onshore	mw	Tsitsikamma Community wind farm	South Africa	2016.0	95.0	[2016.0]	[95.0]	1
-34.043	-71.6181	L905089	wind power/onshore	mw	Ucuquer wind farm	Chile	2014.0	10.0	[2014.0]	[10.0]	1
-34.0107	24.8808	L900031	wind power/onshore	mw	Jeffrey's Bay wind farm	South Africa	2011.0	138.0	[2011.0]	[138.0]	1
